PROGRES PENDATAAN - USAHA KELUARGA,,,,,,,
"Seluruh data sampai Sub Satuan Lingkungan Setempat (Sub-SLS) | Sumber: FASIH Pendataan SE 2026 | Diperbarui: 20 Jul 2026, 18.00 | Dicetak: 20 Jul 2026, 20.43",,,,,,,
,,,,,,,
Kode,Sub Satuan Lingkungan Setempat (Sub-SLS),JUMLAH USAHA KELUARGA MENURUT STATUS KEBERADAAN USAHA,,,,,Jumlah Usaha dalam Keluarga
,,Ditemukan,Tutup,Ganda,Tidak Ditemukan,Baru,
-1,-2,-3,-4,-5,-6,-7,-8
61040910060017,RT 017 RW 04 DUSUN KEPAYANG,0,0,0,0,0,0
"6,10409E+15",RT 017 RW 04 DUSUN KEPAYANG,0,0,0,0,0,0
61040910060018,RT 018 RW 04 DUSUN KEPAYANG,22,0,0,46,11,33
"6,10409E+15",RT 018 RW 04 DUSUN KEPAYANG,22,0,0,46,11,33
61040910062001,NON SLS KEPAYANG,0,0,0,0,0,0
"6,10409E+15",NON SLS KEPAYANG,0,0,0,0,0,0
61040910062002,HUTAN DI BS 009P,0,0,0,0,0,0
"6,10409E+15",HUTAN DI BS 009P,0,0,0,0,0,0
6104100,MEMPAWAH HILIR,888,685,27,440,753,"1,641"
6104100001,TANJUNG,36,28,0,23,16,52
61041000010001,RT 01 RW 01,20,11,0,9,11,31
"6,1041E+15",RT 01 RW 01,20,11,0,9,11,31
61041000010002,RT 02 RW 01,16,17,0,14,5,21
"6,1041E+15",RT 02 RW 01,16,17,0,14,5,21
61041000010003,RT 03 RW 02,0,0,0,0,0,0
"6,1041E+15",RT 03 RW 02,0,0,0,0,0,0
61041000010004,RT 04 RW 02,0,0,0,0,0,0
"6,1041E+15",RT 04 RW 02,0,0,0,0,0,0
61041000010005,RT 05 RW 03,0,0,0,0,0,0
"6,1041E+15",RT 05 RW 03,0,0,0,0,0,0
61041000010006,RT 06 RW 03,0,0,0,0,0,0
"6,1041E+15",RT 06 RW 03,0,0,0,0,0,0
6104100002,KUALA SECAPAH,100,62,1,64,48,148
61041000020001,RT 001 RW 01 DUSUN ABADI,0,0,0,0,0,0
"6,1041E+15",RT 001 RW 01 DUSUN ABADI,0,0,0,0,0,0
61041000020002,RT 002 RW 01 DUSUN ABADI,8,2,0,4,8,16
"6,1041E+15",RT 002 RW 01 DUSUN ABADI,8,2,0,4,8,16
61041000020003,RT 003 RW 02 DUSUN ABADI,6,0,0,1,5,11
"6,1041E+15",RT 003 RW 02 DUSUN ABADI,6,0,0,1,5,11
61041000020004,RT 004 RW 02 DUSUN ABADI,5,1,0,0,2,7
"6,1041E+15",RT 004 RW 02 DUSUN ABADI,5,1,0,0,2,7
61041000020005,RT 005 RW 03 DUSUN KABO,8,5,0,21,9,17
"6,1041E+15",RT 005 RW 03 DUSUN KABO,8,5,0,21,9,17
61041000020006,RT 006 RW 03 DUSUN KABO,9,6,1,0,3,12
"6,1041E+15",RT 006 RW 03 DUSUN KABO,9,6,1,0,3,12
61041000020007,RT 007 RW 04 DUSUN KABO,5,0,0,10,3,8
"6,1041E+15",RT 007 RW 04 DUSUN KABO,5,0,0,10,3,8
61041000020008,RT 008 RW 04 DUSUN KABO,16,10,0,2,2,18
"6,1041E+15",RT 008 RW 04 DUSUN KABO,16,10,0,2,2,18
61041000020009,RT 009 RW 05 DUSUN KARYA,1,3,0,19,4,5
"6,1041E+15",RT 009 RW 05 DUSUN KARYA,1,3,0,19,4,5
61041000020010,RT 010 RW 05 DUSUN KARYA,0,0,0,0,0,0
"6,1041E+15",RT 010 RW 05 DUSUN KARYA,0,0,0,0,0,0
61041000020011,RT 011 RW 06 DUSUN KARYA,4,4,0,5,3,7
"6,1041E+15",RT 011 RW 06 DUSUN KARYA,4,4,0,5,3,7
61041000020012,RT 012 RW 06 DUSUN KARYA,14,14,0,0,6,20
"6,1041E+15",RT 012 RW 06 DUSUN KARYA,14,14,0,0,6,20
61041000020013,RT 013 RW 07 DUSUN HARAPAN,0,0,0,0,0,0
"6,1041E+15",RT 013 RW 07 DUSUN HARAPAN,0,0,0,0,0,0
61041000020014,RT 014 RW 07 DUSUN HARAPAN,11,2,0,2,0,11
"6,1041E+15",RT 014 RW 07 DUSUN HARAPAN,11,2,0,2,0,11
61041000020015,RT 015 RW 08 DUSUN HARAPAN,13,15,0,0,3,16
"6,1041E+15",RT 015 RW 08 DUSUN HARAPAN,13,15,0,0,3,16
61041000022001,PULAU DATUK,0,0,0,0,0,0
"6,1041E+15",PULAU DATUK,0,0,0,0,0,0
6104100007,TENGAH,87,28,2,11,161,248
61041000070001,RT 001 RW 01,0,0,0,0,0,0
"6,1041E+15",RT 001 RW 01,0,0,0,0,0,0
61041000070002,RT 002 RW 01,0,0,0,0,0,0
"6,1041E+15",RT 002 RW 01,0,0,0,0,0,0
61041000070003,RT 003 RW 02,2,0,0,1,4,6
"6,1041E+15",RT 003 RW 02,2,0,0,1,4,6
61041000070004,RT 004 RW 02,0,0,0,1,2,2
"6,1041E+15",RT 004 RW 02,0,0,0,1,2,2
61041000070005,RT 005 RW 02,0,0,0,0,2,2
"6,1041E+15",RT 005 RW 02,0,0,0,0,2,2
61041000070006,RT 006 RW 03,0,0,0,0,0,0
"6,1041E+15",RT 006 RW 03,0,0,0,0,0,0
61041000070007,RT 007 RW 03,3,0,0,2,12,15
"6,1041E+15",RT 007 RW 03,3,0,0,2,12,15
61041000070008,RT 008 RW 03,1,1,0,0,0,1
"6,1041E+15",RT 008 RW 03,1,1,0,0,0,1
61041000070009,RT 009 RW 04,0,0,0,0,4,4
"6,1041E+15",RT 009 RW 04,0,0,0,0,4,4
61041000070010,RT 010 RW 04,0,0,0,1,5,5
"6,1041E+15",RT 010 RW 04,0,0,0,1,5,5
61041000070011,RT 011 RW 04,0,0,0,0,0,0
"6,1041E+15",RT 011 RW 04,0,0,0,0,0,0
61041000070012,RT 012 RW 04,0,1,0,0,1,1
"6,1041E+15",RT 012 RW 04,0,1,0,0,1,1
61041000070013,RT 013 RW 05,0,0,0,0,0,0
"6,1041E+15",RT 013 RW 05,0,0,0,0,0,0
61041000070014,RT 014 RW 05,0,0,0,0,1,1
"6,1041E+15",RT 014 RW 05,0,0,0,0,1,1
61041000070015,RT 015 RW 06,0,0,0,1,1,1
"6,1041E+15",RT 015 RW 06,0,0,0,1,1,1
61041000070016,RT 016 RW 06,0,0,0,0,8,8
"6,1041E+15",RT 016 RW 06,0,0,0,0,8,8
61041000070017,RT 017 RW 06,0,0,0,0,0,0
"6,1041E+15",RT 017 RW 06,0,0,0,0,0,0
61041000070018,RT 018 RW 06,5,9,0,0,9,14
"6,1041E+15",RT 018 RW 06,5,9,0,0,9,14
61041000070019,RT 019 RW 07,18,3,1,2,34,52
"6,1041E+15",RT 019 RW 07,18,3,1,2,34,52
61041000070020,RT 024 RW 07,2,0,0,0,5,7
"6,1041E+15",RT 024 RW 07,2,0,0,0,5,7
61041000070021,RT 020 RW 07,19,5,0,3,24,43
"6,1041E+15",RT 020 RW 07,19,5,0,3,24,43
61041000070022,RT 021 RW 07,21,4,1,0,23,44
6104100007002201,RT 021 RW 07,15,3,1,0,18,33
6104100007002202,RT 021 RW 07,6,1,0,0,5,11
61041000070023,RT 022 RW 08,6,1,0,0,7,13
"6,1041E+15",RT 022 RW 08,6,1,0,0,7,13
61041000070024,RT 023 RW 08,10,4,0,0,19,29
"6,1041E+15",RT 023 RW 08,10,4,0,0,19,29
6104100008,TERUSAN,159,73,5,44,208,367
61041000080001,RT 037 RW 01,3,1,0,1,14,17
"6,1041E+15",RT 037 RW 01,3,1,0,1,14,17
61041000080002,RT 036 RW 01,6,0,0,3,4,10
"6,1041E+15",RT 036 RW 01,6,0,0,3,4,10
61041000080003,RT 030 RW 01,11,8,0,2,5,16
"6,1041E+15",RT 030 RW 01,11,8,0,2,5,16
61041000080004,RT 029 RW 01,0,1,0,0,1,1
"6,1041E+15",RT 029 RW 01,0,1,0,0,1,1
61041000080005,RT 028 RW 02,0,0,0,0,0,0
"6,1041E+15",RT 028 RW 02,0,0,0,0,0,0
61041000080006,RT 027 RW 02,18,2,0,19,12,30
"6,1041E+15",RT 027 RW 02,18,2,0,19,12,30
61041000080007,RT 026 RW 03,26,12,1,2,21,47
"6,1041E+15",RT 026 RW 03,26,12,1,2,21,47
61041000080008,RT 025 RW 03,0,2,0,0,0,0
"6,1041E+15",RT 025 RW 03,0,2,0,0,0,0
61041000080009,RT 023 RW 04,1,0,0,3,0,1
"6,1041E+15",RT 023 RW 04,1,0,0,3,0,1
61041000080010,RT 022 RW 05,3,11,0,0,17,20
"6,1041E+15",RT 022 RW 05,3,11,0,0,17,20
61041000080011,RT 033 RW 05,1,1,0,0,0,1
"6,1041E+15",RT 033 RW 05,1,1,0,0,0,1
61041000080012,RT 019 RW 06,1,1,0,0,5,6
"6,1041E+15",RT 019 RW 06,1,1,0,0,5,6
61041000080013,RT 020 RW 06,5,0,0,0,1,6
"6,1041E+15",RT 020 RW 06,5,0,0,0,1,6
61041000080014,RT 017 RW 07,0,0,0,0,0,0
"6,1041E+15",RT 017 RW 07,0,0,0,0,0,0
61041000080015,RT 018 RW 07,16,3,0,0,20,36
"6,1041E+15",RT 018 RW 07,16,3,0,0,20,36
61041000080016,RT 034 RW 07,0,0,0,1,1,1
"6,1041E+15",RT 034 RW 07,0,0,0,1,1,1
61041000080017,RT 035 RW 07,0,1,0,0,1,1
"6,1041E+15",RT 035 RW 07,0,1,0,0,1,1
61041000080018,RT 041 RW 08,7,1,0,4,10,17
"6,1041E+15",RT 041 RW 08,7,1,0,4,10,17
61041000080019,RT 016 RW 08,0,0,0,0,0,0
"6,1041E+15",RT 016 RW 08,0,0,0,0,0,0
61041000080020,RT 015 RW 08,0,0,0,0,0,0
"6,1041E+15",RT 015 RW 08,0,0,0,0,0,0
61041000080021,RT 014 RW 09,0,0,0,0,0,0
"6,1041E+15",RT 014 RW 09,0,0,0,0,0,0
61041000080022,RT 013 RW 16,0,0,0,0,0,0
"6,1041E+15",RT 013 RW 16,0,0,0,0,0,0
61041000080023,RT 012 RW 10,0,0,0,0,2,2
"6,1041E+15",RT 012 RW 10,0,0,0,0,2,2
61041000080024,RT 011 RW 10,0,0,0,0,0,0
"6,1041E+15",RT 011 RW 10,0,0,0,0,0,0
61041000080025,RT 010 RW 11,7,1,0,0,3,10
"6,1041E+15",RT 010 RW 11,7,1,0,0,3,10
61041000080026,RT 009 RW 11,6,0,0,0,10,16
"6,1041E+15",RT 009 RW 11,6,0,0,0,10,16
61041000080027,RT 008 RW 12,3,2,0,0,4,7
"6,1041E+15",RT 008 RW 12,3,2,0,0,4,7
61041000080028,RT 007 RW 12,6,0,0,0,20,26
"6,1041E+15",RT 007 RW 12,6,0,0,0,20,26
61041000080029,RT 006 RW 13,3,2,0,0,7,10
"6,1041E+15",RT 006 RW 13,3,2,0,0,7,10
61041000080030,RT 005 RW 13,6,4,0,3,5,11
"6,1041E+15",RT 005 RW 13,6,4,0,3,5,11
61041000080031,RT 004 RW 14,2,2,1,0,8,10
"6,1041E+15",RT 004 RW 14,2,2,1,0,8,10
61041000080032,RT 003 RW 14,6,4,1,0,6,12
"6,1041E+15",RT 003 RW 14,6,4,1,0,6,12
61041000080033,RT 002 RW 15,2,1,0,0,7,9
"6,1041E+15",RT 002 RW 15,2,1,0,0,7,9
61041000080034,RT 001 RW 15,5,1,2,1,13,18
"6,1041E+15",RT 001 RW 15,5,1,2,1,13,18
61041000080035,RT 021 RW 16,2,0,0,2,1,3
"6,1041E+15",RT 021 RW 16,2,0,0,2,1,3
61041000080036,RT 031 RW 16,1,0,0,0,0,1
"6,1041E+15",RT 031 RW 16,1,0,0,0,0,1
61041000080037,RT 032 RW 16,0,0,0,0,0,0
"6,1041E+15",RT 032 RW 16,0,0,0,0,0,0
61041000080038,RT 024 RW 17,2,5,0,2,0,2
"6,1041E+15",RT 024 RW 17,2,5,0,2,0,2
61041000080039,RT 038 RW 17,3,1,0,0,1,4
"6,1041E+15",RT 038 RW 17,3,1,0,0,1,4
61041000080040,RT 039 RW 17,1,1,0,1,2,3
"6,1041E+15",RT 039 RW 17,1,1,0,1,2,3
61041000080041,RT 040 RW 17,6,5,0,0,7,13
"6,1041E+15",RT 040 RW 17,6,5,0,0,7,13
6104100012,PASIR,202,220,12,96,149,351
61041000120001,RT 001 RW 01 DUSUN LESTARI,4,3,0,1,2,6
"6,1041E+15",RT 001 RW 01 DUSUN LESTARI,4,3,0,1,2,6
61041000120002,RT 002 RW 01 DUSUN LESTARI,17,5,0,5,14,31
"6,1041E+15",RT 002 RW 01 DUSUN LESTARI,17,5,0,5,14,31
61041000120003,RT 003 RW 01 DUSUN LESTARI,1,2,0,2,3,4
"6,1041E+15",RT 003 RW 01 DUSUN LESTARI,1,2,0,2,3,4
61041000120004,RT 004 RW 01 DUSUN LESTARI,23,20,0,2,13,36
"6,1041E+15",RT 004 RW 01 DUSUN LESTARI,23,20,0,2,13,36
61041000120005,RT 005 RW 02 DUSUN PASIR LAUT,8,5,0,2,5,13
"6,1041E+15",RT 005 RW 02 DUSUN PASIR LAUT,8,5,0,2,5,13
61041000120006,RT 006 RW 02 DUSUN PASIR LAUT,16,7,0,8,12,28
"6,1041E+15",RT 006 RW 02 DUSUN PASIR LAUT,16,7,0,8,12,28
61041000120007,RT 007 RW 02 DUSUN PASIR LAUT,0,0,0,0,0,0
"6,1041E+15",RT 007 RW 02 DUSUN PASIR LAUT,0,0,0,0,0,0
61041000120008,RT 008 RW 02 DUSUN PASIR LAUT,4,0,1,18,15,19
"6,1041E+15",RT 008 RW 02 DUSUN PASIR LAUT,4,0,1,18,15,19
61041000120009,RT 029 RW 02 DUSUN PASIR LAUT,11,7,3,16,16,27
"6,1041E+15",RT 029 RW 02 DUSUN PASIR LAUT,11,7,3,16,16,27
61041000120010,RT 034 RW 02 DUSUN PASIR LAUT,5,11,1,0,7,12
"6,1041E+15",RT 034 RW 02 DUSUN PASIR LAUT,5,11,1,0,7,12
61041000120011,RT 009 RW 03 DUSUN PASIR TENGAH,21,11,2,0,3,24
"6,1041E+15",RT 009 RW 03 DUSUN PASIR TENGAH,21,11,2,0,3,24
61041000120012,RT 010 RW 03 DUSUN PASIR TENGAH,0,0,0,0,0,0
"6,1041E+15",RT 010 RW 03 DUSUN PASIR TENGAH,0,0,0,0,0,0
61041000120013,RT 030 RW 03 DUSUN PASIR TENGAH,4,7,0,3,0,4
"6,1041E+15",RT 030 RW 03 DUSUN PASIR TENGAH,4,7,0,3,0,4
61041000120014,RT 011 RW 04 DUSUN PASIR TENGAH,25,14,3,9,16,41
"6,1041E+15",RT 011 RW 04 DUSUN PASIR TENGAH,25,14,3,9,16,41
61041000120015,RT 012 RW 04 DUSUN PASIR TENGAH,2,3,0,0,1,3
"6,1041E+15",RT 012 RW 04 DUSUN PASIR TENGAH,2,3,0,0,1,3
61041000120016,RT 013 RW 05 DUSUN SUAP,0,0,0,0,0,0
"6,1041E+15",RT 013 RW 05 DUSUN SUAP,0,0,0,0,0,0
61041000120017,RT 014 RW 05 DUSUN SUAP,16,6,1,3,8,24
"6,1041E+15",RT 014 RW 05 DUSUN SUAP,16,6,1,3,8,24
61041000120018,RT 015 RW 06 DUSUN SUAP,0,0,0,0,0,0
"6,1041E+15",RT 015 RW 06 DUSUN SUAP,0,0,0,0,0,0
61041000120019,RT 016 RW 06 DUSUN SUAP,11,9,0,5,10,21
"6,1041E+15",RT 016 RW 06 DUSUN SUAP,11,9,0,5,10,21
61041000120020,RT 017 RW 07 DUSUN SEBUKIT RAMA,0,0,0,0,0,0
"6,1041E+15",RT 017 RW 07 DUSUN SEBUKIT RAMA,0,0,0,0,0,0
61041000120021,RT 018 RW 07 DUSUN SEBUKIT RAMA,0,0,0,0,0,0
"6,1041E+15",RT 018 RW 07 DUSUN SEBUKIT RAMA,0,0,0,0,0,0
61041000120022,RT 031 RW 07 DUSUN SEBUKIT RAMA,0,0,0,0,0,0
"6,1041E+15",RT 031 RW 07 DUSUN SEBUKIT RAMA,0,0,0,0,0,0
61041000120023,RT 019 RW 08 DUSUN SEBUKIT RAMA,0,0,0,0,0,0
"6,1041E+15",RT 019 RW 08 DUSUN SEBUKIT RAMA,0,0,0,0,0,0
61041000120024,RT 032 RW 08 DUSUN SEBUKIT RAMA,0,0,0,0,0,0
"6,1041E+15",RT 032 RW 08 DUSUN SEBUKIT RAMA,0,0,0,0,0,0
61041000120025,RT 020 RW 08 DUSUN SEBUKIT RAMA,0,0,0,0,0,0
"6,1041E+15",RT 020 RW 08 DUSUN SEBUKIT RAMA,0,0,0,0,0,0
61041000120026,RT 033 RW 08 DUSUN SEBUKIT RAMA,0,0,0,0,0,0
"6,1041E+15",RT 033 RW 08 DUSUN SEBUKIT RAMA,0,0,0,0,0,0
61041000120027,RT 021 RW 09 DUSUN PARIT AMANKU,7,20,1,1,11,18
"6,1041E+15",RT 021 RW 09 DUSUN PARIT AMANKU,7,20,1,1,11,18
61041000120028,RT 022 RW 09 DUSUN PARIT AMANKU,7,45,0,5,0,7
"6,1041E+15",RT 022 RW 09 DUSUN PARIT AMANKU,7,45,0,5,0,7
61041000120029,RT 023 RW 09 DUSUN PARIT AMANKU,4,22,0,0,12,16
"6,1041E+15",RT 023 RW 09 DUSUN PARIT AMANKU,4,22,0,0,12,16
61041000120030,RT 024 RW 09 DUSUN PARIT AMANKU,13,16,0,3,0,13
"6,1041E+15",RT 024 RW 09 DUSUN PARIT AMANKU,13,16,0,3,0,13
61041000120031,RT 025 RW 10 DUSUN PARIT SERIBU,0,0,0,0,0,0
"6,1041E+15",RT 025 RW 10 DUSUN PARIT SERIBU,0,0,0,0,0,0
61041000120032,RT 026 RW 10 DUSUN PARIT SERIBU,0,0,0,0,0,0
"6,1041E+15",RT 026 RW 10 DUSUN PARIT SERIBU,0,0,0,0,0,0
61041000120033,RT 027 RW 10 DUSUN PARIT SERIBU,0,0,0,0,0,0
"6,1041E+15",RT 027 RW 10 DUSUN PARIT SERIBU,0,0,0,0,0,0
61041000120034,RT 028 RW 10 DUSUN PARIT SERIBU,3,7,0,13,1,4
"6,1041E+15",RT 028 RW 10 DUSUN PARIT SERIBU,3,7,0,13,1,4
61041000122001,HUTAN (KIRI JALAN),0,0,0,0,0,0
"6,1041E+15",HUTAN (KIRI JALAN),0,0,0,0,0,0
61041000122002,HUTAN(KANAN JALAN,0,0,0,0,0,0
"6,1041E+15",HUTAN(KANAN JALAN,0,0,0,0,0,0
61041000122003,PULAU PENIBUNG,0,0,0,0,0,0
"6,1041E+15",PULAU PENIBUNG,0,0,0,0,0,0
6104100013,PENIBUNG,5,0,0,7,40,45
61041000130001,RT 01 RW 01 DUSUN MELAYU,0,0,0,0,0,0
"6,1041E+15",RT 01 RW 01 DUSUN MELAYU,0,0,0,0,0,0
61041000130002,RT 02 RW 01 DUSUN MELAYU,0,0,0,0,1,1
"6,1041E+15",RT 02 RW 01 DUSUN MELAYU,0,0,0,0,1,1
61041000130003,RT 03 RW 02 DUSUN MELAYU,0,0,0,0,0,0
"6,1041E+15",RT 03 RW 02 DUSUN MELAYU,0,0,0,0,0,0
61041000130004,RT 04 RW 02 DUSUN RENJUANG,0,0,0,0,0,0
"6,1041E+15",RT 04 RW 02 DUSUN RENJUANG,0,0,0,0,0,0
61041000130005,RT 05 RW 02 DUSUN RENJUANG,0,0,0,0,4,4
"6,1041E+15",RT 05 RW 02 DUSUN RENJUANG,0,0,0,0,4,4
61041000130006,RT 06 RW 03 DUSUN DEWA,0,0,0,0,0,0
"6,1041E+15",RT 06 RW 03 DUSUN DEWA,0,0,0,0,0,0
61041000130007,RT 07 RW 03 DUSUN DEWA,0,0,0,0,2,2
"6,1041E+15",RT 07 RW 03 DUSUN DEWA,0,0,0,0,2,2
61041000130008,RT 08 RW 03 DUSUN DEWA,0,0,0,0,0,0
"6,1041E+15",RT 08 RW 03 DUSUN DEWA,0,0,0,0,0,0
61041000130009,RT 09 RW 04 DUSUN DEWA,1,0,0,0,18,19
"6,1041E+15",RT 09 RW 04 DUSUN DEWA,1,0,0,0,18,19
61041000130010,RT 10 RW 04 DUSUN DEWA,0,0,0,0,3,3
"6,1041E+15",RT 10 RW 04 DUSUN DEWA,0,0,0,0,3,3
61041000130011,RT 11 RW 05 DUSUN DEWA,0,0,0,0,0,0
"6,1041E+15",RT 11 RW 05 DUSUN DEWA,0,0,0,0,0,0
61041000130012,RT 12 RW 05 DUSUN DEWA,0,0,0,0,4,4
"6,1041E+15",RT 12 RW 05 DUSUN DEWA,0,0,0,0,4,4
61041000130013,RT 13 RW 07 DUSUN DEWA,0,0,0,0,0,0
"6,1041E+15",RT 13 RW 07 DUSUN DEWA,0,0,0,0,0,0
61041000130014,RT 14 RW 07 DUSUN DEWA,0,0,0,0,0,0
"6,1041E+15",RT 14 RW 07 DUSUN DEWA,0,0,0,0,0,0
61041000130015,RT 15 RW 08 DUSUN DEWA,0,0,0,0,0,0
"6,1041E+15",RT 15 RW 08 DUSUN DEWA,0,0,0,0,0,0
61041000130016,RT 16 RW 08 DUSUN DEWA,4,0,0,7,8,12
"6,1041E+15",RT 16 RW 08 DUSUN DEWA,4,0,0,7,8,12
61041000131001,KEBUN DI 006P,0,0,0,0,0,0
"6,1041E+15",KEBUN DI 006P,0,0,0,0,0,0
6104100014,SENGKUBANG,163,97,3,49,77,240
61041000140001,RT 001 RW 001 DUSUN BUGIS,5,1,0,4,8,13
"6,1041E+15",RT 001 RW 001 DUSUN BUGIS,5,1,0,4,8,13
61041000140002,RT 002 RW 001 DUSUN BUGIS,8,11,0,7,8,16
"6,1041E+15",RT 002 RW 001 DUSUN BUGIS,8,11,0,7,8,16
61041000140003,RT 003 RW 001 DUSUN BUGIS,3,0,0,17,3,6
"6,1041E+15",RT 003 RW 001 DUSUN BUGIS,3,0,0,17,3,6
61041000140004,RT 004 RW 002 DUSUN SUKA DAMAI,3,4,0,6,3,6
"6,1041E+15",RT 004 RW 002 DUSUN SUKA DAMAI,3,4,0,6,3,6
61041000140005,RT 005 RW 002 DUSUN SUKA DAMAI,0,0,0,0,0,0
"6,1041E+15",RT 005 RW 002 DUSUN SUKA DAMAI,0,0,0,0,0,0
61041000140006,RT 006 RW 003 DUSUN SUKA DAMAI,0,0,0,0,0,0
"6,1041E+15",RT 006 RW 003 DUSUN SUKA DAMAI,0,0,0,0,0,0
61041000140007,RT 007 RW 003 DUSUN SUKA DAMAI,0,0,0,0,0,0
"6,1041E+15",RT 007 RW 003 DUSUN SUKA DAMAI,0,0,0,0,0,0
61041000140008,RT 008 RW 004 DUSUN SIMPANG TIGA,0,0,0,0,0,0
"6,1041E+15",RT 008 RW 004 DUSUN SIMPANG TIGA,0,0,0,0,0,0
61041000140009,RT 009 RW 004 DUSUN SIMPANG TIGA,39,6,0,13,7,46
"6,1041E+15",RT 009 RW 004 DUSUN SIMPANG TIGA,39,6,0,13,7,46
61041000140010,RT 010 RW 005 DUSUN SIMPANG TIGA,0,0,0,0,0,0
"6,1041E+15",RT 010 RW 005 DUSUN SIMPANG TIGA,0,0,0,0,0,0
61041000140011,RT 011 RW 005 DUSUN SIMPANG TIGA,0,0,0,0,0,0
"6,1041E+15",RT 011 RW 005 DUSUN SIMPANG TIGA,0,0,0,0,0,0
61041000140012,RT 012 RW 006 DUSUN PARIT SENIN,35,18,1,1,16,51
"6,1041E+15",RT 012 RW 006 DUSUN PARIT SENIN,35,18,1,1,16,51
61041000140013,RT 013 RW 006 DUSUN PARIT SENIN,4,5,1,0,1,5
"6,1041E+15",RT 013 RW 006 DUSUN PARIT SENIN,4,5,1,0,1,5
61041000140014,RT 014 RW 007 DUSUN PARIT SENIN,23,7,0,0,20,43
"6,1041E+15",RT 014 RW 007 DUSUN PARIT SENIN,23,7,0,0,20,43
61041000140015,RT 015 RW 007 DUSUN PARIT SENIN,29,32,0,0,0,29
"6,1041E+15",RT 015 RW 007 DUSUN PARIT SENIN,29,32,0,0,0,29
61041000140016,RT 016 RW 007 DUSUN PARIT SENIN,14,13,1,1,11,25
"6,1041E+15",RT 016 RW 007 DUSUN PARIT SENIN,14,13,1,1,11,25
61041000142001,HUTAN  DIBELAKANG RT TERAKHIR SENGKUBANG,0,0,0,0,0,0
"6,1041E+15",HUTAN  DIBELAKANG RT TERAKHIR SENGKUBANG,0,0,0,0,0,0
6104100015,MALIKIAN,136,177,4,146,54,190
61041000150001,RT 01 RW 01 DUSUN KURNIA,1,0,0,0,0,1
"6,1041E+15",RT 01 RW 01 DUSUN KURNIA,1,0,0,0,0,1
61041000150002,RT 02 RW 01 DUSUN KURNIA,0,0,0,0,0,0
"6,1041E+15",RT 02 RW 01 DUSUN KURNIA,0,0,0,0,0,0
61041000150003,RT 03 RW 01 DUSUN KURNIA,10,18,0,2,0,10
"6,1041E+15",RT 03 RW 01 DUSUN KURNIA,10,18,0,2,0,10
61041000150004,RT 04 RW 02 DUSUN MENTARI,1,2,0,0,3,4
"6,1041E+15",RT 04 RW 02 DUSUN MENTARI,1,2,0,0,3,4
61041000150005,RT 05 RW 02 DUSUN MENTARI,1,1,0,3,0,1
"6,1041E+15",RT 05 RW 02 DUSUN MENTARI,1,1,0,3,0,1
61041000150006,RT 06 RW 02 DUSUN MENTARI,2,1,0,0,0,2
"6,1041E+15",RT 06 RW 02 DUSUN MENTARI,2,1,0,0,0,2
61041000150007,RT 07 RW 03 DUSUN ABRASI,2,1,0,0,0,2
"6,1041E+15",RT 07 RW 03 DUSUN ABRASI,2,1,0,0,0,2
61041000150008,RT 08 RW 03 DUSUN ABRASI,0,0,0,0,0,0
"6,1041E+15",RT 08 RW 03 DUSUN ABRASI,0,0,0,0,0,0
61041000150009,RT 09 RW 03 DUSUN ABRASI,0,0,0,0,0,0
"6,1041E+15",RT 09 RW 03 DUSUN ABRASI,0,0,0,0,0,0
61041000150010,RT 10 RW 04 DUSUN PINANG,9,14,0,15,0,9
"6,1041E+15",RT 10 RW 04 DUSUN PINANG,9,14,0,15,0,9
61041000150011,RT 11 RW 04 DUSUN PINANG,5,29,0,9,1,6
"6,1041E+15",RT 11 RW 04 DUSUN PINANG,5,29,0,9,1,6
61041000150012,RT 12 RW 05 DUSUN PINANG,6,13,0,12,1,7
"6,1041E+15",RT 12 RW 05 DUSUN PINANG,6,13,0,12,1,7
61041000150013,RT 13 RW 05 DUSUN PINANG,0,0,0,0,0,0
"6,1041E+15",RT 13 RW 05 DUSUN PINANG,0,0,0,0,0,0
61041000150014,RT 14 RW 06 DUSUN BAMBU,7,11,0,24,1,8
"6,1041E+15",RT 14 RW 06 DUSUN BAMBU,7,11,0,24,1,8
61041000150015,RT 15 RW 06 DUSUN BAMBU,9,5,0,21,4,13
"6,1041E+15",RT 15 RW 06 DUSUN BAMBU,9,5,0,21,4,13
61041000150016,RT 16 RW 06 DUSUN BAMBU,0,1,0,9,3,3
"6,1041E+15",RT 16 RW 06 DUSUN BAMBU,0,1,0,9,3,3
61041000150017,RT 17 RW 07 DUSUN FAJAR,0,0,0,0,0,0
"6,1041E+15",RT 17 RW 07 DUSUN FAJAR,0,0,0,0,0,0
61041000150018,RT 18 RW 07 DUSUN FAJAR,0,0,0,0,0,0
"6,1041E+15",RT 18 RW 07 DUSUN FAJAR,0,0,0,0,0,0
61041000150019,RT 19 RW 07 DUSUN FAJAR,0,0,0,0,0,0
"6,1041E+15",RT 19 RW 07 DUSUN FAJAR,0,0,0,0,0,0
61041000150020,RT 20 RW 08 DUSUN MEKAR,17,22,0,0,7,24
"6,1041E+15",RT 20 RW 08 DUSUN MEKAR,17,22,0,0,7,24
61041000150021,RT 21 RW 08 DUSUN MEKAR,29,17,4,9,7,36
"6,1041E+15",RT 21 RW 08 DUSUN MEKAR,29,17,4,9,7,36
