PROGRES PENDATAAN - USAHA KELUARGA,,,,,,,
"Seluruh data sampai Sub Satuan Lingkungan Setempat (Sub-SLS) | Sumber: FASIH Pendataan SE 2026 | Diperbarui: 20 Jul 2026, 18.00 | Dicetak: 20 Jul 2026, 20.43",,,,,,,
,,,,,,,
Kode,Sub Satuan Lingkungan Setempat (Sub-SLS),JUMLAH USAHA KELUARGA MENURUT STATUS KEBERADAAN USAHA,,,,,Jumlah Usaha dalam Keluarga
,,Ditemukan,Tutup,Ganda,Tidak Ditemukan,Baru,
-1,-2,-3,-4,-5,-6,-7,-8
6104081005,PENITI BESAR,495,240,4,73,206,701
61040810050001,RT 001 RW 001 DUSUN SUKA DAMAI,0,0,0,0,0,0
"6,10408E+15",RT 001 RW 001 DUSUN SUKA DAMAI,0,0,0,0,0,0
61040810050002,RT 002 RW 001 DUSUN SUKA DAMAI,3,0,1,0,2,5
"6,10408E+15",RT 002 RW 001 DUSUN SUKA DAMAI,3,0,1,0,2,5
61040810050003,RT 003 RW 002 DUSUN SUKA DAMAI,6,3,0,0,6,12
"6,10408E+15",RT 003 RW 002 DUSUN SUKA DAMAI,6,3,0,0,6,12
61040810050004,RT 004 RW 002 DUSUN SUKA DAMAI,2,0,0,0,0,2
"6,10408E+15",RT 004 RW 002 DUSUN SUKA DAMAI,2,0,0,0,0,2
61040810050005,RT 005 RW 002 DUSUN SUKA DAMAI,8,10,0,2,9,17
"6,10408E+15",RT 005 RW 002 DUSUN SUKA DAMAI,8,10,0,2,9,17
61040810050006,RT 006 RW 002 DUSUN SUKA DAMAI,0,0,0,0,0,0
"6,10408E+15",RT 006 RW 002 DUSUN SUKA DAMAI,0,0,0,0,0,0
61040810050007,RT 007 RW 015 DUSUN SUKA DAMAI,8,5,0,0,12,20
"6,10408E+15",RT 007 RW 015 DUSUN SUKA DAMAI,8,5,0,0,12,20
61040810050008,RT 008 RW 015 DUSUN SUKA DAMAI,2,3,0,0,7,9
"6,10408E+15",RT 008 RW 015 DUSUN SUKA DAMAI,2,3,0,0,7,9
61040810050009,RT 009 RW 015 DUSUN SUKA DAMAI,19,10,1,2,21,40
"6,10408E+15",RT 009 RW 015 DUSUN SUKA DAMAI,19,10,1,2,21,40
61040810050010,RT 001 RW 003 DUSUN KARYA BAKTI,5,0,0,0,14,19
"6,10408E+15",RT 001 RW 003 DUSUN KARYA BAKTI,5,0,0,0,14,19
61040810050011,RT 002 RW 003 DUSUN KARYA BAKTI,14,7,0,0,10,24
"6,10408E+15",RT 002 RW 003 DUSUN KARYA BAKTI,14,7,0,0,10,24
61040810050012,RT 003 RW 004 DUSUN KARYA BAKTI,0,0,0,0,0,0
"6,10408E+15",RT 003 RW 004 DUSUN KARYA BAKTI,0,0,0,0,0,0
61040810050013,RT 004 RW 004 DUSUN KARYA BAKTI,0,0,0,0,0,0
"6,10408E+15",RT 004 RW 004 DUSUN KARYA BAKTI,0,0,0,0,0,0
61040810050014,RT 005 RW 004 DUSUN KARYA BAKTI,0,0,0,0,0,0
"6,10408E+15",RT 005 RW 004 DUSUN KARYA BAKTI,0,0,0,0,0,0
61040810050015,RT 001 RW 005 DUSUN SUKA MAJU,0,0,0,0,0,0
"6,10408E+15",RT 001 RW 005 DUSUN SUKA MAJU,0,0,0,0,0,0
61040810050016,RT 002 RW 005 DUSUN SUKA MAJU,0,0,0,0,0,0
"6,10408E+15",RT 002 RW 005 DUSUN SUKA MAJU,0,0,0,0,0,0
61040810050017,RT 003 RW 006 DUSUN SUKA MAJU,0,0,0,0,0,0
"6,10408E+15",RT 003 RW 006 DUSUN SUKA MAJU,0,0,0,0,0,0
61040810050018,RT 004 RW 006 DUSUN SUKA MAJU,0,0,0,0,0,0
"6,10408E+15",RT 004 RW 006 DUSUN SUKA MAJU,0,0,0,0,0,0
61040810050019,RT 001 RW 007 DUSUN KARYA BERSAMA,14,3,0,0,2,16
"6,10408E+15",RT 001 RW 007 DUSUN KARYA BERSAMA,14,3,0,0,2,16
61040810050020,RT 002 RW 007 DUSUN KARYA BERSAMA,24,3,0,1,3,27
"6,10408E+15",RT 002 RW 007 DUSUN KARYA BERSAMA,24,3,0,1,3,27
61040810050021,RT 003 RW 007 DUSUN KARYA BERSAMA,24,13,0,1,8,32
"6,10408E+15",RT 003 RW 007 DUSUN KARYA BERSAMA,24,13,0,1,8,32
61040810050022,RT 004 RW 008 DUSUN KARYA BERSAMA,28,15,0,0,2,30
"6,10408E+15",RT 004 RW 008 DUSUN KARYA BERSAMA,28,15,0,0,2,30
61040810050023,RT 005 RW 008 DUSUN KARYA BERSAMA,22,50,0,1,7,29
"6,10408E+15",RT 005 RW 008 DUSUN KARYA BERSAMA,22,50,0,1,7,29
61040810050024,RT 001 RW 009 DUSUN TANI MAKMUR,5,4,0,5,1,6
"6,10408E+15",RT 001 RW 009 DUSUN TANI MAKMUR,5,4,0,5,1,6
61040810050025,RT 002 RW 009 DUSUN TANI MAKMUR,9,18,0,5,3,12
"6,10408E+15",RT 002 RW 009 DUSUN TANI MAKMUR,9,18,0,5,3,12
61040810050026,RT 003 RW 010 DUSUN TANI MAKMUR,13,15,1,1,0,13
"6,10408E+15",RT 003 RW 010 DUSUN TANI MAKMUR,13,15,1,1,0,13
61040810050027,RT 004 RW 010 DUSUN TANI MAKMUR,21,6,0,7,4,25
"6,10408E+15",RT 004 RW 010 DUSUN TANI MAKMUR,21,6,0,7,4,25
61040810050028,RT 001 RW 011 DUSUN KARYA UTAMA,19,26,0,12,7,26
"6,10408E+15",RT 001 RW 011 DUSUN KARYA UTAMA,19,26,0,12,7,26
61040810050029,RT 002 RW 011 DUSUN KARYA UTAMA,0,0,0,0,0,0
"6,10408E+15",RT 002 RW 011 DUSUN KARYA UTAMA,0,0,0,0,0,0
61040810050030,RT 003 RW 012 DUSUN KARYA UTAMA,25,10,1,3,19,44
"6,10408E+15",RT 003 RW 012 DUSUN KARYA UTAMA,25,10,1,3,19,44
61040810050031,RT 004 RW 012 DUSUN KARYA UTAMA,40,12,0,15,26,66
"6,10408E+15",RT 004 RW 012 DUSUN KARYA UTAMA,40,12,0,15,26,66
61040810050032,RT 001 RW 013 DUSUN SABAR MENANTI,35,2,0,2,11,46
"6,10408E+15",RT 001 RW 013 DUSUN SABAR MENANTI,35,2,0,2,11,46
61040810050033,RT 002 RW 013 DUSUN SABAR MENANTI,34,1,0,0,10,44
"6,10408E+15",RT 002 RW 013 DUSUN SABAR MENANTI,34,1,0,0,10,44
61040810050034,RT 003 RW 013 DUSUN SABAR MENANTI,53,10,0,0,10,63
"6,10408E+15",RT 003 RW 013 DUSUN SABAR MENANTI,53,10,0,0,10,63
61040810050035,RT 004 RW 014 DUSUN SABAR MENANTI,33,7,0,4,7,40
"6,10408E+15",RT 004 RW 014 DUSUN SABAR MENANTI,33,7,0,4,7,40
61040810050036,RT 005 RW 014 DUSUN SABAR MENANTI,29,7,0,12,5,34
"6,10408E+15",RT 005 RW 014 DUSUN SABAR MENANTI,29,7,0,12,5,34
61040810052001,HUTAN / SEMAK BELUKAR,0,0,0,0,0,0
"6,10408E+15",HUTAN / SEMAK BELUKAR,0,0,0,0,0,0
6104081006,PENITI DALAM II,363,172,14,63,215,578
61040810060002,RT 003 RW 001 DUSUN KARYA UTAMA,0,0,0,0,0,0
"6,10408E+15",RT 003 RW 001 DUSUN KARYA UTAMA,0,0,0,0,0,0
61040810060003,RT 002 RW 001 DUSUN KARYA UTAMA,15,0,0,12,6,21
"6,10408E+15",RT 002 RW 001 DUSUN KARYA UTAMA,15,0,0,12,6,21
61040810060005,RT 004 RW 001 DUSUN KARYA UTAMA,0,0,0,0,0,0
"6,10408E+15",RT 004 RW 001 DUSUN KARYA UTAMA,0,0,0,0,0,0
61040810060008,RT 005 RW 002 DUSUN KARYA UTAMA,0,0,0,0,0,0
"6,10408E+15",RT 005 RW 002 DUSUN KARYA UTAMA,0,0,0,0,0,0
61040810060009,RT 006 RW 002 DUSUN KARYA UTAMA,0,0,0,0,0,0
"6,10408E+15",RT 006 RW 002 DUSUN KARYA UTAMA,0,0,0,0,0,0
61040810060010,RT 007 RW 002 DUSUN KARYA UTAMA,0,0,0,0,0,0
"6,10408E+15",RT 007 RW 002 DUSUN KARYA UTAMA,0,0,0,0,0,0
61040810060011,RT 008 RW 001 DUSUN KARYA UTAMA,19,7,0,11,11,30
"6,10408E+15",RT 008 RW 001 DUSUN KARYA UTAMA,19,7,0,11,11,30
61040810060012,RT 009 RW 008 DUSUN CAHAYA INTAN,16,0,0,19,12,28
"6,10408E+15",RT 009 RW 008 DUSUN CAHAYA INTAN,16,0,0,19,12,28
61040810060015,RT 011 RW 003 DUSUN CAHAYA INTAN,23,0,0,12,8,31
"6,10408E+15",RT 011 RW 003 DUSUN CAHAYA INTAN,23,0,0,12,8,31
61040810060016,RT 012 RW 003 DUSUN CAHAYA INTAN,0,0,0,0,0,0
"6,10408E+15",RT 012 RW 003 DUSUN CAHAYA INTAN,0,0,0,0,0,0
61040810060017,RT 013 RW 003 DUSUN CAHAYA INTAN,0,0,0,0,0,0
"6,10408E+15",RT 013 RW 003 DUSUN CAHAYA INTAN,0,0,0,0,0,0
61040810060018,RT 014 RW 003 DUSUN CAHAYA INTAN,0,0,0,0,0,0
"6,10408E+15",RT 014 RW 003 DUSUN CAHAYA INTAN,0,0,0,0,0,0
61040810060020,RT 015 RW 004 DUSUN LEMBAH HIJAU,27,11,0,0,17,44
"6,10408E+15",RT 015 RW 004 DUSUN LEMBAH HIJAU,27,11,0,0,17,44
61040810060022,RT 017 RW 005 DUSUN LEMBAH HIJAU,34,24,1,0,13,47
"6,10408E+15",RT 017 RW 005 DUSUN LEMBAH HIJAU,34,24,1,0,13,47
61040810060023,RT 018 RW 005 DUSUN LEMBAH HIJAU,19,6,4,0,11,30
"6,10408E+15",RT 018 RW 005 DUSUN LEMBAH HIJAU,19,6,4,0,11,30
61040810060028,RT 021 RW 006 DUSUN TUNAS BARU,31,7,0,1,10,41
"6,10408E+15",RT 021 RW 006 DUSUN TUNAS BARU,31,7,0,1,10,41
61040810060029,RT 022 RW 006 DUSUN TUNAS BARU,9,3,0,1,7,16
"6,10408E+15",RT 022 RW 006 DUSUN TUNAS BARU,9,3,0,1,7,16
61040810060031,RT 024 RW 007 DUSUN TUNAS BARU,8,11,1,0,8,16
"6,10408E+15",RT 024 RW 007 DUSUN TUNAS BARU,8,11,1,0,8,16
61040810060035,RT 010 RW 008 DUSUN CAHAYA INTAN,24,14,0,0,20,44
"6,10408E+15",RT 010 RW 008 DUSUN CAHAYA INTAN,24,14,0,0,20,44
61040810060036,RT 016 RW 004 DUSUN LEMBAH HIJAU,18,11,0,0,14,32
"6,10408E+15",RT 016 RW 004 DUSUN LEMBAH HIJAU,18,11,0,0,14,32
61040810060037,RT 019 RW 005 DUSUN LEMBAH HIJAU,38,27,1,0,29,67
"6,10408E+15",RT 019 RW 005 DUSUN LEMBAH HIJAU,38,27,1,0,29,67
61040810060038,RT 023 RW 007 DUSUN TUNAS BARU,25,21,5,3,26,51
"6,10408E+15",RT 023 RW 007 DUSUN TUNAS BARU,25,21,5,3,26,51
61040810060039,RT 025 RW 007 DUSUN TUNAS BARU,38,19,2,0,16,54
"6,10408E+15",RT 025 RW 007 DUSUN TUNAS BARU,38,19,2,0,16,54
61040810060040,RT 020 RW 006 DUSUN TUNAS BARU,19,11,0,4,7,26
"6,10408E+15",RT 020 RW 006 DUSUN TUNAS BARU,19,11,0,4,7,26
61040810060041,RT 001 RW 001 DUSUN KARYA UTAMA,0,0,0,0,0,0
"6,10408E+15",RT 001 RW 001 DUSUN KARYA UTAMA,0,0,0,0,0,0
61040810062001,BLOK PERSIAPAN,0,0,0,0,0,0
"6,10408E+15",BLOK PERSIAPAN,0,0,0,0,0,0
6104090,SUNGAI PINYUH,"1,347","1,162",22,770,"1,095","2,442"
6104090001,SUNGAI PURUN KECIL,147,103,3,20,104,251
61040900010001,RT 001 RW 01 DUSUN NIKMAT,26,25,0,0,6,32
"6,10409E+15",RT 001 RW 01 DUSUN NIKMAT,26,25,0,0,6,32
61040900010002,RT 002 RW 01 DUSUN NIKMAT,15,6,0,0,3,18
"6,10409E+15",RT 002 RW 01 DUSUN NIKMAT,15,6,0,0,3,18
61040900010003,RT 003 RW 02 DUSUN NIKMAT,15,9,0,0,17,32
"6,10409E+15",RT 003 RW 02 DUSUN NIKMAT,15,9,0,0,17,32
61040900010004,RT 004 RW 02 DUSUN NIKMAT,14,6,0,0,2,16
"6,10409E+15",RT 004 RW 02 DUSUN NIKMAT,14,6,0,0,2,16
61040900010005,RT 005 RW 03 DUSUN KARYA,0,0,0,0,0,0
"6,10409E+15",RT 005 RW 03 DUSUN KARYA,0,0,0,0,0,0
61040900010006,RT 006 RW 03 DUSUN KARYA,0,2,0,0,0,0
"6,10409E+15",RT 006 RW 03 DUSUN KARYA,0,2,0,0,0,0
61040900010007,RT 007 RW 04 DUSUN KARYA,0,0,0,0,0,0
"6,10409E+15",RT 007 RW 04 DUSUN KARYA,0,0,0,0,0,0
61040900010008,RT 008 RW 04 DUSUN KARYA,0,0,0,0,0,0
"6,10409E+15",RT 008 RW 04 DUSUN KARYA,0,0,0,0,0,0
61040900010009,RT 009 RW 05 DUSUN SWADAYA,18,9,0,0,4,22
"6,10409E+15",RT 009 RW 05 DUSUN SWADAYA,18,9,0,0,4,22
61040900010010,RT 010 RW 05 DUSUN SWADAYA,0,0,0,0,0,0
"6,10409E+15",RT 010 RW 05 DUSUN SWADAYA,0,0,0,0,0,0
61040900010011,RT 011 RW 06 DUSUN SWADAYA,4,4,0,1,0,4
"6,10409E+15",RT 011 RW 06 DUSUN SWADAYA,4,4,0,1,0,4
61040900010012,RT 012 RW 06 DUSUN SWADAYA,14,4,0,0,13,27
"6,10409E+15",RT 012 RW 06 DUSUN SWADAYA,14,4,0,0,13,27
61040900010013,RT 013 RW 07 DUSUN SWADAYA,5,0,1,0,11,16
"6,10409E+15",RT 013 RW 07 DUSUN SWADAYA,5,0,1,0,11,16
61040900010014,RT 014 RW 07 DUSUN SEJAHTERA,10,1,1,9,32,42
"6,10409E+15",RT 014 RW 07 DUSUN SEJAHTERA,10,1,1,9,32,42
61040900010015,RT 015 RW 08 DUSUN SEJAHTERA,0,0,0,0,0,0
"6,10409E+15",RT 015 RW 08 DUSUN SEJAHTERA,0,0,0,0,0,0
61040900010016,RT 016 RW 08 DUSUN SEJAHTERA,9,14,0,2,4,13
"6,10409E+15",RT 016 RW 08 DUSUN SEJAHTERA,9,14,0,2,4,13
61040900010017,RT 017 RW 09 DUSUN BAHAGIAH,4,11,1,5,7,11
"6,10409E+15",RT 017 RW 09 DUSUN BAHAGIAH,4,11,1,5,7,11
61040900010018,RT 018 RW 09 DUSUN BAHAGIAH,3,2,0,0,2,5
"6,10409E+15",RT 018 RW 09 DUSUN BAHAGIAH,3,2,0,0,2,5
61040900010019,RT 019 RW 010 DUSUN BAHAGIAH,0,0,0,0,0,0
"6,10409E+15",RT 019 RW 010 DUSUN BAHAGIAH,0,0,0,0,0,0
61040900010020,RT 020 RW 010 DUSUN BAHAGIAH,3,0,0,3,3,6
"6,10409E+15",RT 020 RW 010 DUSUN BAHAGIAH,3,0,0,3,3,6
61040900010021,RT 021 RW 010 DUSUN BAHAGIAH,7,10,0,0,0,7
"6,10409E+15",RT 021 RW 010 DUSUN BAHAGIAH,7,10,0,0,0,7
61040900011001,PERKEBUNAN SAWIT,0,0,0,0,0,0
"6,10409E+15",PERKEBUNAN SAWIT,0,0,0,0,0,0
61040900011003,PERKEBUNAN SAWIT,0,0,0,0,0,0
"6,10409E+15",PERKEBUNAN SAWIT,0,0,0,0,0,0
61040900012002,HUTAN DI 007P,0,0,0,0,0,0
"6,10409E+15",HUTAN DI 007P,0,0,0,0,0,0
6104090003,PENIRAMAN,179,205,2,24,215,394
61040900030001,RT 001 RW 01 DUSUN TERATAI,18,27,2,3,74,92
"6,10409E+15",RT 001 RW 01 DUSUN TERATAI,18,27,2,3,74,92
61040900030002,RT 002 RW 01 DUSUN TERATAI,0,0,0,0,0,0
"6,10409E+15",RT 002 RW 01 DUSUN TERATAI,0,0,0,0,0,0
61040900030003,RT 003 RW 02 DUSUN TERATAI,6,7,0,1,1,7
"6,10409E+15",RT 003 RW 02 DUSUN TERATAI,6,7,0,1,1,7
61040900030004,RT 004 RW 02 DUSUN TERATAI,13,11,0,10,5,18
"6,10409E+15",RT 004 RW 02 DUSUN TERATAI,13,11,0,10,5,18
61040900030005,RT 005 RW 03 DUSUN BABUSSALAM,0,0,0,0,0,0
"6,10409E+15",RT 005 RW 03 DUSUN BABUSSALAM,0,0,0,0,0,0
61040900030006,RT 006 RW 03 DUSUN BABUSSALAM,30,28,0,2,14,44
"6,10409E+15",RT 006 RW 03 DUSUN BABUSSALAM,30,28,0,2,14,44
61040900030007,RT 007 RW 04 DUSUN BABUSSALAM,10,9,0,0,13,23
"6,10409E+15",RT 007 RW 04 DUSUN BABUSSALAM,10,9,0,0,13,23
61040900030008,RT 008 RW 04 DUSUN BABUSSALAM,17,31,0,1,20,37
"6,10409E+15",RT 008 RW 04 DUSUN BABUSSALAM,17,31,0,1,20,37
61040900030009,RT 009 RW 05 DUSUN BABUSSALAM,0,0,0,0,0,0
"6,10409E+15",RT 009 RW 05 DUSUN BABUSSALAM,0,0,0,0,0,0
61040900030010,RT 010 RW 05 DUSUN SUI DAYAK,1,1,0,0,1,2
"6,10409E+15",RT 010 RW 05 DUSUN SUI DAYAK,1,1,0,0,1,2
61040900030011,RT 011 RW 06 DUSUN SUI DAYAK,0,0,0,0,0,0
"6,10409E+15",RT 011 RW 06 DUSUN SUI DAYAK,0,0,0,0,0,0
61040900030012,RT 012 RW 06 DUSUN SUI DAYAK,0,0,0,0,0,0
"6,10409E+15",RT 012 RW 06 DUSUN SUI DAYAK,0,0,0,0,0,0
61040900030013,RT 013 RW 06 DUSUN SUI DAYAK,0,0,0,0,0,0
"6,10409E+15",RT 013 RW 06 DUSUN SUI DAYAK,0,0,0,0,0,0
61040900030014,RT 014 RW 07 DUSUN PENIRAMAN DALAM,15,28,0,2,23,38
"6,10409E+15",RT 014 RW 07 DUSUN PENIRAMAN DALAM,15,28,0,2,23,38
61040900030015,RT 015 RW 07 DUSUN PENIRAMAN DALAM,14,25,0,3,8,22
"6,10409E+15",RT 015 RW 07 DUSUN PENIRAMAN DALAM,14,25,0,3,8,22
61040900030016,RT 016 RW 08 DUSUN PENIRAMAN DALAM,11,12,0,1,2,13
"6,10409E+15",RT 016 RW 08 DUSUN PENIRAMAN DALAM,11,12,0,1,2,13
61040900030017,RT 017 RW 08 DUSUN PENIRAMAN DALAM,1,0,0,1,0,1
"6,10409E+15",RT 017 RW 08 DUSUN PENIRAMAN DALAM,1,0,0,1,0,1
61040900030018,RT 018 RW 09 DUSUN DANAU,0,0,0,0,0,0
"6,10409E+15",RT 018 RW 09 DUSUN DANAU,0,0,0,0,0,0
61040900030019,RT 019 RW 09 DUSUN DANAU,20,15,0,0,34,54
"6,10409E+15",RT 019 RW 09 DUSUN DANAU,20,15,0,0,34,54
61040900030020,RT 020 RW 010 DUSUN DANAU,22,11,0,0,17,39
"6,10409E+15",RT 020 RW 010 DUSUN DANAU,22,11,0,0,17,39
61040900030021,RT 021 RW 010 DUSUN DANAU,1,0,0,0,3,4
"6,10409E+15",RT 021 RW 010 DUSUN DANAU,1,0,0,0,3,4
61040900030022,RT 022 RW 010 DUSUN DANAU,0,0,0,0,0,0
"6,10409E+15",RT 022 RW 010 DUSUN DANAU,0,0,0,0,0,0
61040900032001,PADANG RUMPUT 013P,0,0,0,0,0,0
"6,10409E+15",PADANG RUMPUT 013P,0,0,0,0,0,0
61040900032002,HUTAN DI 002P,0,0,0,0,0,0
"6,10409E+15",HUTAN DI 002P,0,0,0,0,0,0
6104090004,NUSAPATI,222,191,5,45,149,371
61040900040001,RT 001 RW 01 DUSUN 01,9,7,0,0,14,23
"6,10409E+15",RT 001 RW 01 DUSUN 01,9,7,0,0,14,23
61040900040002,RT 002 RW 01 DUSUN 01,1,5,0,1,4,5
"6,10409E+15",RT 002 RW 01 DUSUN 01,1,5,0,1,4,5
61040900040003,RT 003 RW 01 DUSUN 01,21,30,0,0,15,36
"6,10409E+15",RT 003 RW 01 DUSUN 01,21,30,0,0,15,36
61040900040004,RT 001 RW 02 DUSUN 01,8,17,1,1,13,21
"6,10409E+15",RT 001 RW 02 DUSUN 01,8,17,1,1,13,21
61040900040005,RT 002 RW 02 DUSUN 01,3,2,3,5,6,9
"6,10409E+15",RT 002 RW 02 DUSUN 01,3,2,3,5,6,9
61040900040006,RT 003 RW 02 DUSUN 01,0,4,0,0,7,7
"6,10409E+15",RT 003 RW 02 DUSUN 01,0,4,0,0,7,7
61040900040007,RT 001 RW 03 DUSUN 02,0,0,0,0,0,0
"6,10409E+15",RT 001 RW 03 DUSUN 02,0,0,0,0,0,0
61040900040008,RT 002 RW 03 DUSUN 02,0,0,0,0,0,0
"6,10409E+15",RT 002 RW 03 DUSUN 02,0,0,0,0,0,0
61040900040009,RT 001 RW 04 DUSUN 02,28,11,0,0,4,32
"6,10409E+15",RT 001 RW 04 DUSUN 02,28,11,0,0,4,32
61040900040010,RT 002 RW 04 DUSUN 02,36,29,1,0,16,52
"6,10409E+15",RT 002 RW 04 DUSUN 02,36,29,1,0,16,52
61040900040011,RT 001 RW 05 DUSUN 03,0,0,0,0,0,0
"6,10409E+15",RT 001 RW 05 DUSUN 03,0,0,0,0,0,0
61040900040012,RT 001 RW 06 DUSUN 03,2,4,0,1,2,4
"6,10409E+15",RT 001 RW 06 DUSUN 03,2,4,0,1,2,4
61040900040013,RT 002 RW 06 DUSUN 03,4,4,0,0,11,15
"6,10409E+15",RT 002 RW 06 DUSUN 03,4,4,0,0,11,15
61040900040014,RT 001 RW 07 DUSUN 04,0,4,0,1,0,0
"6,10409E+15",RT 001 RW 07 DUSUN 04,0,4,0,1,0,0
61040900040015,RT 002 RW 07 DUSUN 04,17,13,0,0,8,25
"6,10409E+15",RT 002 RW 07 DUSUN 04,17,13,0,0,8,25
61040900040016,RT 003 RW 07 DUSUN 04,0,0,0,0,0,0
"6,10409E+15",RT 003 RW 07 DUSUN 04,0,0,0,0,0,0
61040900040017,RT 001 RW 08 DUSUN 04,22,13,0,1,6,28
"6,10409E+15",RT 001 RW 08 DUSUN 04,22,13,0,1,6,28
61040900040018,RT 002 RW 08 DUSUN 04,36,20,0,0,19,55
"6,10409E+15",RT 002 RW 08 DUSUN 04,36,20,0,0,19,55
61040900040019,RT 003 RW 08 DUSUN 04,3,0,0,0,0,3
"6,10409E+15",RT 003 RW 08 DUSUN 04,3,0,0,0,0,3
61040900040020,RT 001 RW 09 DUSUN 05,9,11,0,6,4,13
"6,10409E+15",RT 001 RW 09 DUSUN 05,9,11,0,6,4,13
61040900040021,RT 002 RW 09 DUSUN 05,0,0,0,0,0,0
"6,10409E+15",RT 002 RW 09 DUSUN 05,0,0,0,0,0,0
61040900040022,RT 001 RW 10 DUSUN 05,0,1,0,0,0,0
"6,10409E+15",RT 001 RW 10 DUSUN 05,0,1,0,0,0,0
61040900040023,RT 002 RW 10 DUSUN 05,17,15,0,25,12,29
"6,10409E+15",RT 002 RW 10 DUSUN 05,17,15,0,25,12,29
61040900040024,RT 004 RW 02 DUSUN 01,6,1,0,4,8,14
"6,10409E+15",RT 004 RW 02 DUSUN 01,6,1,0,4,8,14
61040900041001,KEBUN SAWIT,0,0,0,0,0,0
"6,10409E+15",KEBUN SAWIT,0,0,0,0,0,0
61040900041003,KEBUN KELAPA,0,0,0,0,0,0
"6,10409E+15",KEBUN KELAPA,0,0,0,0,0,0
61040900042002,HUTAN DI BS 002P,0,0,0,0,0,0
"6,10409E+15",HUTAN DI BS 002P,0,0,0,0,0,0
61040900042004,HUTAN DI BS 010P,0,0,0,0,0,0
"6,10409E+15",HUTAN DI BS 010P,0,0,0,0,0,0
6104090005,GALANG,235,204,9,61,183,418
61040900050001,RT 001 RW 01 DUSUN UTARA,30,8,0,2,48,78
"6,10409E+15",RT 001 RW 01 DUSUN UTARA,30,8,0,2,48,78
61040900050002,RT 002 RW 01 DUSUN UTARA,10,33,0,13,17,27
"6,10409E+15",RT 002 RW 01 DUSUN UTARA,10,33,0,13,17,27
61040900050003,RT 003 RW 01 DUSUN UTARA,2,9,0,0,6,8
"6,10409E+15",RT 003 RW 01 DUSUN UTARA,2,9,0,0,6,8
61040900050004,RT 004 RW 02 DUSUN HILIR,13,17,0,6,20,33
"6,10409E+15",RT 004 RW 02 DUSUN HILIR,13,17,0,6,20,33
61040900050005,RT 005 RW 02 DUSUN HILIR,18,13,0,7,14,32
"6,10409E+15",RT 005 RW 02 DUSUN HILIR,18,13,0,7,14,32
61040900050006,RT 006 RW 03 DUSUN TENGAH,41,21,0,3,19,60
"6,10409E+15",RT 006 RW 03 DUSUN TENGAH,41,21,0,3,19,60
61040900050007,RT 007 RW 03 DUSUN TENGAH,8,7,0,0,15,23
"6,10409E+15",RT 007 RW 03 DUSUN TENGAH,8,7,0,0,15,23
61040900050008,RT 008 RW 03 DUSUN TENGAH,15,8,0,1,6,21
"6,10409E+15",RT 008 RW 03 DUSUN TENGAH,15,8,0,1,6,21
61040900050009,RT 009 RW 04 DUSUN SELATAN,17,11,1,0,10,27
"6,10409E+15",RT 009 RW 04 DUSUN SELATAN,17,11,1,0,10,27
61040900050010,RT 010 RW 04 DUSUN SELATAN,1,1,1,0,1,2
"6,10409E+15",RT 010 RW 04 DUSUN SELATAN,1,1,1,0,1,2
61040900050011,RT 011 RW 04 DUSUN SELATAN,22,13,0,1,11,33
"6,10409E+15",RT 011 RW 04 DUSUN SELATAN,22,13,0,1,11,33
61040900050012,RT 012 RW 04 DUSUN SELATAN,29,15,6,0,16,45
"6,10409E+15",RT 012 RW 04 DUSUN SELATAN,29,15,6,0,16,45
61040900050013,RT 013 RW 03 DUSUN TENGAH,0,0,0,0,0,0
"6,10409E+15",RT 013 RW 03 DUSUN TENGAH,0,0,0,0,0,0
61040900050014,RT 014 RW 03 DUSUN TENGAH,3,8,0,3,0,3
"6,10409E+15",RT 014 RW 03 DUSUN TENGAH,3,8,0,3,0,3
61040900050015,RT 015 RW 02 DUSUN HILIR,18,34,1,25,0,18
"6,10409E+15",RT 015 RW 02 DUSUN HILIR,18,34,1,25,0,18
61040900050016,RT 016 RW 01 DUSUN UTARA,8,6,0,0,0,8
"6,10409E+15",RT 016 RW 01 DUSUN UTARA,8,6,0,0,0,8
61040900051001,KEBUN SAWIT DI BS 010P,0,0,0,0,0,0
"6,10409E+15",KEBUN SAWIT DI BS 010P,0,0,0,0,0,0
6104090008,SUNGAI RASAU,56,48,0,23,14,70
61040900080001,RT 001 RW 01 DUSUN TIMUR,0,0,0,0,0,0
"6,10409E+15",RT 001 RW 01 DUSUN TIMUR,0,0,0,0,0,0
61040900080002,RT 002 RW 01 DUSUN TIMUR,7,0,0,4,7,14
"6,10409E+15",RT 002 RW 01 DUSUN TIMUR,7,0,0,4,7,14
61040900080003,RT 003 RW 02 DUSUN TIMUR,0,0,0,0,0,0
"6,10409E+15",RT 003 RW 02 DUSUN TIMUR,0,0,0,0,0,0
61040900080004,RT 004 RW 02 DUSUN TIMUR,0,0,0,0,0,0
"6,10409E+15",RT 004 RW 02 DUSUN TIMUR,0,0,0,0,0,0
61040900080005,RT 005 RW 02 DUSUN BARAT,15,12,0,12,2,17
"6,10409E+15",RT 005 RW 02 DUSUN BARAT,15,12,0,12,2,17
61040900080006,RT 006 RW 03 DUSUN BARAT,12,7,0,2,4,16
"6,10409E+15",RT 006 RW 03 DUSUN BARAT,12,7,0,2,4,16
