PROGRES PENDATAAN - USAHA/PERUSAHAAN,,,,,,,,,,,,,,
"Seluruh data sampai Sub Satuan Lingkungan Setempat (Sub-SLS) | Sumber: FASIH Pendataan SE 2026 | Diperbarui: 20 Jul 2026, 18.00 | Dicetak: 20 Jul 2026, 20.43",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Kode,Sub Satuan Lingkungan Setempat (Sub-SLS),Jumlah Prelist Usaha,JUMLAH USAHA BKU MENURUT STATUS KEBERADAAN USAHA,,,,,,,,,,Jumlah Usaha BKU,Persentase Usaha BKU
,,,Ditemukan,Persentase Ditemukan,Tutup,Persentase Tutup,Ganda,Persentase Ganda,Tidak Ditemukan,Persentase Tidak Ditemukan,Baru,Persentase Baru,,
-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11,-12,-13,-14,-15
61041100010008,RT 008 RW 04 DUSUN PERMAI,0,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",RT 008 RW 04 DUSUN PERMAI,0,0,0,0,0,0,0,0,0,0,0,0,0
61041100010009,RT 009 RW 05 DUSUN SEJAHTERA,2,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",RT 009 RW 05 DUSUN SEJAHTERA,2,0,0,0,0,0,0,0,0,0,0,0,0
61041100010010,RT 010 RW 05 DUSUN SEJAHTERA,0,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",RT 010 RW 05 DUSUN SEJAHTERA,0,0,0,0,0,0,0,0,0,0,0,0,0
61041100010011,RT 011 RW 06 DUSUN SEJAHTERA,0,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",RT 011 RW 06 DUSUN SEJAHTERA,0,0,0,0,0,0,0,0,0,0,0,0,0
61041100010012,RT 012 RW 06 DUSUN SEJAHTERA,1,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",RT 012 RW 06 DUSUN SEJAHTERA,1,0,0,0,0,0,0,0,0,0,0,0,0
61041100010013,RT 013 RW 07 DUSUN LESTARI,3,0,0,0,0,0,0,3,100,0,0,0,0
"6,10411E+15",RT 013 RW 07 DUSUN LESTARI,3,0,0,0,0,0,0,3,100,0,0,0,0
61041100010014,RT 014 RW 07 DUSUN LESTARI,8,0,0,0,0,0,0,5,"62,5",0,0,0,0
"6,10411E+15",RT 014 RW 07 DUSUN LESTARI,8,0,0,0,0,0,0,5,"62,5",0,0,0,0
61041100010015,RT 015 RW 08 DUSUN LESTARI,5,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",RT 015 RW 08 DUSUN LESTARI,5,0,0,0,0,0,0,0,0,0,0,0,0
61041100010016,RT 016 RW 08 DUSUN LESTARI,0,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",RT 016 RW 08 DUSUN LESTARI,0,0,0,0,0,0,0,0,0,0,0,0,0
6104110002,SEMPARONG PARIT RADEN,113,4,"3,54",1,"0,88",0,0,8,"7,08",1,"0,88",5,"4,42"
61041100020001,RT 001 RW 01 DUSUN TAUFIK,4,0,0,1,25,0,0,2,50,0,0,0,0
"6,10411E+15",RT 001 RW 01 DUSUN TAUFIK,4,0,0,1,25,0,0,2,50,0,0,0,0
61041100020002,RT 002 RW 01 DUSUN TAUFIK,5,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",RT 002 RW 01 DUSUN TAUFIK,5,0,0,0,0,0,0,0,0,0,0,0,0
61041100020003,RT 009 RW 01 DUSUN TAUFIK,2,1,50,0,0,0,0,1,50,0,0,1,50
"6,10411E+15",RT 009 RW 01 DUSUN TAUFIK,2,1,50,0,0,0,0,1,50,0,0,1,50
61041100020004,RT 003 RW 02 DUSUN HIDAYAH,84,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",RT 003 RW 02 DUSUN HIDAYAH,84,0,0,0,0,0,0,0,0,0,0,0,0
61041100020005,RT 004 RW 02 DUSUN HIDAYAH,6,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",RT 004 RW 02 DUSUN HIDAYAH,6,0,0,0,0,0,0,0,0,0,0,0,0
61041100020006,RT 005 RW 03 DUSUN PELANGKIRAN,4,0,0,0,0,0,0,2,50,1,25,1,25
"6,10411E+15",RT 005 RW 03 DUSUN PELANGKIRAN,4,0,0,0,0,0,0,2,50,1,25,1,25
61041100020007,RT 006 RW 03 DUSUN PELANGKIRAN,5,3,60,0,0,0,0,2,40,0,0,3,60
"6,10411E+15",RT 006 RW 03 DUSUN PELANGKIRAN,5,3,60,0,0,0,0,2,40,0,0,3,60
61041100020008,RT 007 RW 03 DUSUN PELANGKIRAN,1,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",RT 007 RW 03 DUSUN PELANGKIRAN,1,0,0,0,0,0,0,0,0,0,0,0,0
61041100020009,RT 008 RW 03 DUSUN PELANGKIRAN,1,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",RT 008 RW 03 DUSUN PELANGKIRAN,1,0,0,0,0,0,0,0,0,0,0,0,0
61041100022001,HUTAN,1,0,0,0,0,0,0,1,100,0,0,0,0
"6,10411E+15",HUTAN,1,0,0,0,0,0,0,1,100,0,0,0,0
6104110003,MENDALOK,174,6,"3,45",0,0,0,0,109,"62,64",3,"1,72",9,"5,17"
61041100030001,RT 001 RW 01 DUSUN MANDALA,7,2,"28,57",0,0,0,0,1,"14,29",1,"14,29",3,"42,86"
"6,10411E+15",RT 001 RW 01 DUSUN MANDALA,7,2,"28,57",0,0,0,0,1,"14,29",1,"14,29",3,"42,86"
61041100030002,RT 002 RW 01 DUSUN MANDALA,142,0,0,0,0,0,0,105,"73,94",0,0,0,0
"6,10411E+15",RT 002 RW 01 DUSUN MANDALA,142,0,0,0,0,0,0,105,"73,94",0,0,0,0
61041100030003,RT 003 RW 01 DUSUN MANDALA,11,4,"36,36",0,0,0,0,2,"18,18",0,0,4,"36,36"
"6,10411E+15",RT 003 RW 01 DUSUN MANDALA,11,4,"36,36",0,0,0,0,2,"18,18",0,0,4,"36,36"
61041100030004,RT 004 RW 01 DUSUN MANDALA,2,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",RT 004 RW 01 DUSUN MANDALA,2,0,0,0,0,0,0,0,0,0,0,0,0
61041100030005,RT 005 RW 02 DUSUN DURIAN,2,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",RT 005 RW 02 DUSUN DURIAN,2,0,0,0,0,0,0,0,0,0,0,0,0
61041100030006,RT 006 RW 02 DUSUN DURIAN,2,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",RT 006 RW 02 DUSUN DURIAN,2,0,0,0,0,0,0,0,0,0,0,0,0
61041100030007,RT 007 RW 02 DUSUN DURIAN,6,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",RT 007 RW 02 DUSUN DURIAN,6,0,0,0,0,0,0,0,0,0,0,0,0
61041100030008,RT 008 RW 02 DUSUN DURIAN,1,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",RT 008 RW 02 DUSUN DURIAN,1,0,0,0,0,0,0,0,0,0,0,0,0
61041100030009,RT 009 RW 03 DUSUN TELAGA PUTIH,0,0,0,0,0,0,0,0,0,2,0,2,0
"6,10411E+15",RT 009 RW 03 DUSUN TELAGA PUTIH,0,0,0,0,0,0,0,0,0,2,0,2,0
61041100030010,RT 010 RW 03 DUSUN TELAGA PUTIH,0,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",RT 010 RW 03 DUSUN TELAGA PUTIH,0,0,0,0,0,0,0,0,0,0,0,0,0
61041100030011,RT 011 RW 03 DUSUN TELAGA PUTIH,1,0,0,0,0,0,0,1,100,0,0,0,0
"6,10411E+15",RT 011 RW 03 DUSUN TELAGA PUTIH,1,0,0,0,0,0,0,1,100,0,0,0,0
6104110004,SUNGAI DUNGUN,165,7,"4,24",2,"1,21",0,0,117,"70,91",1,"0,61",8,"4,85"
61041100040001,RT 001 RW 01 DUSUN BERINGIN,1,0,0,0,0,0,0,1,100,0,0,0,0
"6,10411E+15",RT 001 RW 01 DUSUN BERINGIN,1,0,0,0,0,0,0,1,100,0,0,0,0
61041100040002,RT 002 RW 02 DUSUN BERINGIN,2,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",RT 002 RW 02 DUSUN BERINGIN,2,0,0,0,0,0,0,0,0,0,0,0,0
61041100040003,RT 003 RW 02 DUSUN DUTA,17,2,"11,76",1,"5,88",0,0,1,"5,88",0,0,2,"11,76"
"6,10411E+15",RT 003 RW 02 DUSUN DUTA,17,2,"11,76",1,"5,88",0,0,1,"5,88",0,0,2,"11,76"
61041100040004,RT 004 RW 02 DUSUN DUTA,116,4,"3,45",0,0,0,0,102,"87,93",1,"0,86",5,"4,31"
"6,10411E+15",RT 004 RW 02 DUSUN DUTA,116,4,"3,45",0,0,0,0,102,"87,93",1,"0,86",5,"4,31"
61041100040005,RT 005 RW 02 DUSUN DUTA,4,0,0,0,0,0,0,2,50,0,0,0,0
"6,10411E+15",RT 005 RW 02 DUSUN DUTA,4,0,0,0,0,0,0,2,50,0,0,0,0
61041100040006,RT 006 RW 03 DUSUN SATRYA,5,1,20,0,0,0,0,2,40,0,0,1,20
"6,10411E+15",RT 006 RW 03 DUSUN SATRYA,5,1,20,0,0,0,0,2,40,0,0,1,20
61041100040007,RT 007 RW 03 DUSUN SATRYA,7,0,0,0,0,0,0,1,"14,29",0,0,0,0
"6,10411E+15",RT 007 RW 03 DUSUN SATRYA,7,0,0,0,0,0,0,1,"14,29",0,0,0,0
61041100040008,RT 008 RW 03 DUSUN SATRYA,10,0,0,1,10,0,0,8,80,0,0,0,0
"6,10411E+15",RT 008 RW 03 DUSUN SATRYA,10,0,0,1,10,0,0,8,80,0,0,0,0
61041100040009,RT 009 RW 03 DUSUN SATRYA,3,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",RT 009 RW 03 DUSUN SATRYA,3,0,0,0,0,0,0,0,0,0,0,0,0
6104110005,SUNGAI LIMAU,210,8,"3,81",0,0,0,0,144,"68,57",8,"3,81",16,"7,62"
61041100050001,RT 001 RW 01 DUSUN PEMBANGUNAN,12,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",RT 001 RW 01 DUSUN PEMBANGUNAN,12,0,0,0,0,0,0,0,0,0,0,0,0
61041100050002,RT 002 RW 01 DUSUN PEMBANGUNAN,2,0,0,0,0,0,0,1,50,0,0,0,0
"6,10411E+15",RT 002 RW 01 DUSUN PEMBANGUNAN,2,0,0,0,0,0,0,1,50,0,0,0,0
61041100050003,RT 003 RW 01 DUSUN PEMBANGUNAN,164,8,"4,88",0,0,0,0,129,"78,66",6,"3,66",14,"8,54"
"6,10411E+15",RT 003 RW 01 DUSUN PEMBANGUNAN,164,8,"4,88",0,0,0,0,129,"78,66",6,"3,66",14,"8,54"
61041100050004,RT 004 RW 02 DUSUN TANI,7,0,0,0,0,0,0,4,"57,14",1,"14,29",1,"14,29"
"6,10411E+15",RT 004 RW 02 DUSUN TANI,7,0,0,0,0,0,0,4,"57,14",1,"14,29",1,"14,29"
61041100050005,RT 005 RW 02 DUSUN TANI,5,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",RT 005 RW 02 DUSUN TANI,5,0,0,0,0,0,0,0,0,0,0,0,0
61041100050006,RT 009 RW 02 DUSUN TANI,2,0,0,0,0,0,0,0,0,1,50,1,50
"6,10411E+15",RT 009 RW 02 DUSUN TANI,2,0,0,0,0,0,0,0,0,1,50,1,50
61041100050007,RT 006 RW 03 DUSUN NELAYAN,3,0,0,0,0,0,0,1,"33,33",0,0,0,0
"6,10411E+15",RT 006 RW 03 DUSUN NELAYAN,3,0,0,0,0,0,0,1,"33,33",0,0,0,0
61041100050008,RT 007 RW 03 DUSUN NELAYAN,9,0,0,0,0,0,0,6,"66,67",0,0,0,0
"6,10411E+15",RT 007 RW 03 DUSUN NELAYAN,9,0,0,0,0,0,0,6,"66,67",0,0,0,0
61041100050009,RT 008 RW 03 DUSUN NELAYAN,6,0,0,0,0,0,0,3,50,0,0,0,0
"6,10411E+15",RT 008 RW 03 DUSUN NELAYAN,6,0,0,0,0,0,0,3,50,0,0,0,0
6104110006,SUNGAI KUNYIT LAUT,338,14,"4,14",1,"0,3",1,"0,3",263,"77,81",21,"6,21",35,"10,36"
61041100060001,RT 001 RW 01 DUSUN SABAR,15,2,"13,33",0,0,0,0,6,40,3,20,5,"33,33"
"6,10411E+15",RT 001 RW 01 DUSUN SABAR,15,2,"13,33",0,0,0,0,6,40,3,20,5,"33,33"
61041100060002,RT 002 RW 01 DUSUN SABAR,30,9,30,0,0,0,0,17,"56,67",10,"33,33",19,"63,33"
"6,10411E+15",RT 002 RW 01 DUSUN SABAR,30,9,30,0,0,0,0,17,"56,67",10,"33,33",19,"63,33"
61041100060003,RT 007 RW 04 DUSUN SABAR,12,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",RT 007 RW 04 DUSUN SABAR,12,0,0,0,0,0,0,0,0,0,0,0,0
61041100060004,RT 008 RW 04 DUSUN SABAR,10,0,0,0,0,0,0,10,100,4,40,4,40
"6,10411E+15",RT 008 RW 04 DUSUN SABAR,10,0,0,0,0,0,0,10,100,4,40,4,40
61041100060005,RT 009 RW 04 DUSUN SABAR,6,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",RT 009 RW 04 DUSUN SABAR,6,0,0,0,0,0,0,0,0,0,0,0,0
61041100060006,RT 003 RW 02 DUSUN TENANG,2,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",RT 003 RW 02 DUSUN TENANG,2,0,0,0,0,0,0,0,0,0,0,0,0
61041100060007,RT 004 RW 02 DUSUN TENANG,209,0,0,1,"0,48",0,0,204,"97,61",3,"1,44",3,"1,44"
"6,10411E+15",RT 004 RW 02 DUSUN TENANG,209,0,0,1,"0,48",0,0,204,"97,61",3,"1,44",3,"1,44"
61041100060008,RT 005 RW 03 DUSUN TENANG,10,0,0,0,0,0,0,8,80,1,10,1,10
"6,10411E+15",RT 005 RW 03 DUSUN TENANG,10,0,0,0,0,0,0,8,80,1,10,1,10
61041100060009,RT 006 RW 03 DUSUN TENANG,10,0,0,0,0,0,0,5,50,0,0,0,0
"6,10411E+15",RT 006 RW 03 DUSUN TENANG,10,0,0,0,0,0,0,5,50,0,0,0,0
61041100060011,RT 011 RW 05 DUSUN MUFAKAT,7,0,0,0,0,0,0,2,"28,57",0,0,0,0
"6,10411E+15",RT 011 RW 05 DUSUN MUFAKAT,7,0,0,0,0,0,0,2,"28,57",0,0,0,0
61041100060012,RT 012 RW 06 DUSUN MUFAKAT,20,3,15,0,0,1,5,9,45,0,0,3,15
"6,10411E+15",RT 012 RW 06 DUSUN MUFAKAT,20,3,15,0,0,1,5,9,45,0,0,3,15
61041100060013,RT 013 RW 06 DUSUN MUFAKAT,4,0,0,0,0,0,0,2,50,0,0,0,0
"6,10411E+15",RT 013 RW 06 DUSUN MUFAKAT,4,0,0,0,0,0,0,2,50,0,0,0,0
61041100062001,PULAU TEMAJO,1,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",PULAU TEMAJO,1,0,0,0,0,0,0,0,0,0,0,0,0
61041100062002,PULAU DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",PULAU DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0
61041100062003,PULAU SETINJAN,1,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",PULAU SETINJAN,1,0,0,0,0,0,0,0,0,0,0,0,0
61041100065004,PELABUHAN KIJING,1,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",PELABUHAN KIJING,1,0,0,0,0,0,0,0,0,0,0,0,0
6104110007,SUNGAI KUNYIT DALAM,75,7,"9,33",0,0,0,0,50,"66,67",5,"6,67",12,16
61041100070001,RT 001 RW 01 DUSUN MELATI,3,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",RT 001 RW 01 DUSUN MELATI,3,0,0,0,0,0,0,0,0,0,0,0,0
61041100070002,RT 002 RW 01 DUSUN MELATI,0,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",RT 002 RW 01 DUSUN MELATI,0,0,0,0,0,0,0,0,0,0,0,0,0
61041100070003,RT 003 RW 01 DUSUN MELATI,7,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",RT 003 RW 01 DUSUN MELATI,7,0,0,0,0,0,0,0,0,0,0,0,0
61041100070004,RT 004 RW 02 DUSUN MAWAR,6,1,"16,67",0,0,0,0,0,0,0,0,1,"16,67"
"6,10411E+15",RT 004 RW 02 DUSUN MAWAR,6,1,"16,67",0,0,0,0,0,0,0,0,1,"16,67"
61041100070005,RT 005 RW 02 DUSUN MAWAR,3,2,"66,67",0,0,0,0,0,0,1,"33,33",3,100
"6,10411E+15",RT 005 RW 02 DUSUN MAWAR,3,2,"66,67",0,0,0,0,0,0,1,"33,33",3,100
61041100070006,RT 006 RW 02 DUSUN MAWAR,2,0,0,0,0,0,0,2,100,0,0,0,0
"6,10411E+15",RT 006 RW 02 DUSUN MAWAR,2,0,0,0,0,0,0,2,100,0,0,0,0
61041100070007,RT 007 RW 03 DUSUN CEMPAKA,42,1,"2,38",0,0,0,0,39,"92,86",1,"2,38",2,"4,76"
"6,10411E+15",RT 007 RW 03 DUSUN CEMPAKA,42,1,"2,38",0,0,0,0,39,"92,86",1,"2,38",2,"4,76"
61041100070008,RT 008 RW 03 DUSUN CEMPAKA,5,2,40,0,0,0,0,3,60,0,0,2,40
"6,10411E+15",RT 008 RW 03 DUSUN CEMPAKA,5,2,40,0,0,0,0,3,60,0,0,2,40
61041100070009,RT 009 RW 03 DUSUN CEMPAKA,7,1,"14,29",0,0,0,0,6,"85,71",3,"42,86",4,"57,14"
"6,10411E+15",RT 009 RW 03 DUSUN CEMPAKA,7,1,"14,29",0,0,0,0,6,"85,71",3,"42,86",4,"57,14"
6104110008,SUNGAI KUNYIT HULU,141,6,"4,26",0,0,0,0,106,"75,18",9,"6,38",15,"10,64"
61041100080001,RT 001 RW 01 DUSUN SEMAYAR,117,6,"5,13",0,0,0,0,102,"87,18",4,"3,42",10,"8,55"
"6,10411E+15",RT 001 RW 01 DUSUN SEMAYAR,117,6,"5,13",0,0,0,0,102,"87,18",4,"3,42",10,"8,55"
61041100080002,RT 002 RW 01 DUSUN SEMAYAR,1,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",RT 002 RW 01 DUSUN SEMAYAR,1,0,0,0,0,0,0,0,0,0,0,0,0
61041100080003,RT 003 RW 01 DUSUN SEMAYAR,1,0,0,0,0,0,0,0,0,1,100,1,100
"6,10411E+15",RT 003 RW 01 DUSUN SEMAYAR,1,0,0,0,0,0,0,0,0,1,100,1,100
61041100080004,RT 004 RW 02 DUSUN SEMAYAR,3,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",RT 004 RW 02 DUSUN SEMAYAR,3,0,0,0,0,0,0,0,0,0,0,0,0
61041100080005,RT 005 RW 02 DUSUN SEKIP II,11,0,0,0,0,0,0,1,"9,09",0,0,0,0
"6,10411E+15",RT 005 RW 02 DUSUN SEKIP II,11,0,0,0,0,0,0,1,"9,09",0,0,0,0
61041100080006,RT 006 RW 02 DUSUN SEKIP II,1,0,0,0,0,0,0,0,0,4,400,4,400
"6,10411E+15",RT 006 RW 02 DUSUN SEKIP II,1,0,0,0,0,0,0,0,0,4,400,4,400
61041100080007,RT 007 RW 02 DUSUN SEKIP II,0,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",RT 007 RW 02 DUSUN SEKIP II,0,0,0,0,0,0,0,0,0,0,0,0,0
61041100080008,RT 008 RW 03 DUSUN SEKIP I,1,0,0,0,0,0,0,1,100,0,0,0,0
"6,10411E+15",RT 008 RW 03 DUSUN SEKIP I,1,0,0,0,0,0,0,1,100,0,0,0,0
61041100080009,RT 009 RW 03 DUSUN SEKIP I,3,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",RT 009 RW 03 DUSUN SEKIP I,3,0,0,0,0,0,0,0,0,0,0,0,0
61041100080010,RT 010 RW 03 DUSUN SEKIP I,2,0,0,0,0,0,0,1,50,0,0,0,0
"6,10411E+15",RT 010 RW 03 DUSUN SEKIP I,2,0,0,0,0,0,0,1,50,0,0,0,0
61041100081002,PERKEBUNAN DI 005P,0,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",PERKEBUNAN DI 005P,0,0,0,0,0,0,0,0,0,0,0,0,0
61041100082001,HUTAN,1,0,0,0,0,0,0,1,100,0,0,0,0
"6,10411E+15",HUTAN,1,0,0,0,0,0,0,1,100,0,0,0,0
6104110009,BUKIT BATU,134,0,0,0,0,0,0,74,"55,22",10,"7,46",10,"7,46"
61041100090001,RT 001 RW 01 DUSUN KARYA UTAMA,9,0,0,0,0,0,0,1,"11,11",1,"11,11",1,"11,11"
"6,10411E+15",RT 001 RW 01 DUSUN KARYA UTAMA,9,0,0,0,0,0,0,1,"11,11",1,"11,11",1,"11,11"
61041100090002,RT 002 RW 01 DUSUN KARYA UTAMA,6,0,0,0,0,0,0,1,"16,67",0,0,0,0
"6,10411E+15",RT 002 RW 01 DUSUN KARYA UTAMA,6,0,0,0,0,0,0,1,"16,67",0,0,0,0
61041100090003,RT 003 RW 01 DUSUN KARYA UTAMA,96,0,0,0,0,0,0,68,"70,83",0,0,0,0
"6,10411E+15",RT 003 RW 01 DUSUN KARYA UTAMA,96,0,0,0,0,0,0,68,"70,83",0,0,0,0
61041100090004,RT 004 RW 01 DUSUN KARYA UTAMA,0,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",RT 004 RW 01 DUSUN KARYA UTAMA,0,0,0,0,0,0,0,0,0,0,0,0,0
61041100090005,RT 005 RW 02 DUSUN SERAI WANGI,3,0,0,0,0,0,0,3,100,7,"233,33",7,"233,33"
"6,10411E+15",RT 005 RW 02 DUSUN SERAI WANGI,3,0,0,0,0,0,0,3,100,7,"233,33",7,"233,33"
61041100090006,RT 006 RW 02 DUSUN SERAI WANGI,8,0,0,0,0,0,0,1,"12,5",2,25,2,25
"6,10411E+15",RT 006 RW 02 DUSUN SERAI WANGI,8,0,0,0,0,0,0,1,"12,5",2,25,2,25
61041100090007,RT 007 RW 03 DUSUN KEMBANG LADA,7,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",RT 007 RW 03 DUSUN KEMBANG LADA,7,0,0,0,0,0,0,0,0,0,0,0,0
61041100090008,RT 008 RW 03 DUSUN KEMBANG LADA,1,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",RT 008 RW 03 DUSUN KEMBANG LADA,1,0,0,0,0,0,0,0,0,0,0,0,0
61041100090009,RT 009 RW 03 DUSUN KEMBANG LADA,4,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",RT 009 RW 03 DUSUN KEMBANG LADA,4,0,0,0,0,0,0,0,0,0,0,0,0
61041100090010,RT 010 RW 03 DUSUN KEMBANG LADA,0,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",RT 010 RW 03 DUSUN KEMBANG LADA,0,0,0,0,0,0,0,0,0,0,0,0,0
61041100092001,HUTAN (005P),0,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",HUTAN (005P),0,0,0,0,0,0,0,0,0,0,0,0,0
61041100092002,HUTAN (007P),0,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",HUTAN (007P),0,0,0,0,0,0,0,0,0,0,0,0,0
6104110010,SUNGAI BUNDUNG LAUT,94,3,"3,19",0,0,0,0,54,"57,45",0,0,3,"3,19"
61041100100001,RT 001 RW 01 DUSUN MAYASARI,4,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",RT 001 RW 01 DUSUN MAYASARI,4,0,0,0,0,0,0,0,0,0,0,0,0
61041100100002,RT 002 RW 01 DUSUN MAYASARI,3,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",RT 002 RW 01 DUSUN MAYASARI,3,0,0,0,0,0,0,0,0,0,0,0,0
61041100100003,RT 003 RW 01 DUSUN MAYASARI,3,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",RT 003 RW 01 DUSUN MAYASARI,3,0,0,0,0,0,0,0,0,0,0,0,0
61041100100004,RT 004 RW 01 DUSUN MAYASARI,2,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",RT 004 RW 01 DUSUN MAYASARI,2,0,0,0,0,0,0,0,0,0,0,0,0
61041100100009,RT 009 RW 03 DUSUN TUJUH RATUS,2,1,50,0,0,0,0,1,50,0,0,1,50
"6,10411E+15",RT 009 RW 03 DUSUN TUJUH RATUS,2,1,50,0,0,0,0,1,50,0,0,1,50
61041100100010,RT 010 RW 03 DUSUN TUJUH RATUS,2,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",RT 010 RW 03 DUSUN TUJUH RATUS,2,0,0,0,0,0,0,0,0,0,0,0,0
61041100100011,RT 011 RW 03 DUSUN TUJUH RATUS,52,0,0,0,0,0,0,50,"96,15",0,0,0,0
"6,10411E+15",RT 011 RW 03 DUSUN TUJUH RATUS,52,0,0,0,0,0,0,50,"96,15",0,0,0,0
61041100100012,RT 012 RW 03 DUSUN TUJUH RATUS,5,2,40,0,0,0,0,2,40,0,0,2,40
"6,10411E+15",RT 012 RW 03 DUSUN TUJUH RATUS,5,2,40,0,0,0,0,2,40,0,0,2,40
61041100100015,RT 005 RW 02 DUSUN SUKA TANI,12,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",RT 005 RW 02 DUSUN SUKA TANI,12,0,0,0,0,0,0,0,0,0,0,0,0
61041100100016,RT 006 RW 02 DUSUN SUKA TANI,3,0,0,0,0,0,0,1,"33,33",0,0,0,0
"6,10411E+15",RT 006 RW 02 DUSUN SUKA TANI,3,0,0,0,0,0,0,1,"33,33",0,0,0,0
61041100100017,RT 007 RW 02 DUSUN SUKA TANI,3,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",RT 007 RW 02 DUSUN SUKA TANI,3,0,0,0,0,0,0,0,0,0,0,0,0
61041100105001,PELABUHAN KIJING,3,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",PELABUHAN KIJING,3,0,0,0,0,0,0,0,0,0,0,0,0
6104110011,SUNGAI DURI I,147,1,"0,68",0,0,0,0,107,"72,79",9,"6,12",10,"6,8"
61041100110001,RT 001 RW 01 DUSUN SABAR,0,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",RT 001 RW 01 DUSUN SABAR,0,0,0,0,0,0,0,0,0,0,0,0,0
61041100110002,RT 002 RW 01 DUSUN SABAR,1,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",RT 002 RW 01 DUSUN SABAR,1,0,0,0,0,0,0,0,0,0,0,0,0
61041100110003,RT 012 RW 01 DUSUN SABAR,2,0,0,0,0,0,0,0,0,0,0,0,0
"6,10411E+15",RT 012 RW 01 DUSUN SABAR,2,0,0,0,0,0,0,0,0,0,0,0,0
61041100110004,RT 003 RW 02 DUSUN SUBUR,126,0,0,0,0,0,0,97,"76,98",0,0,0,0
"6,10411E+15",RT 003 RW 02 DUSUN SUBUR,126,0,0,0,0,0,0,97,"76,98",0,0,0,0
61041100110005,RT 004 RW 02 DUSUN SUBUR,2,1,50,0,0,0,0,0,0,0,0,1,50
"6,10411E+15",RT 004 RW 02 DUSUN SUBUR,2,1,50,0,0,0,0,0,0,0,0,1,50
61041100110006,RT 005 RW 02 DUSUN SUBUR,0,0,0,0,0,0,0,0,0,0,0,0,0
