PROGRES PEMUTAKHIRAN KELUARGA - KELUARGA,,,,,,,,,,,,,,,, 
"Seluruh data sampai Sub Satuan Lingkungan Setempat (Sub-SLS) | Sumber: FASIH Pendataan SE 2026 | Diperbarui: 20 Jul 2026, 18.16 | Dicetak: 20 Jul 2026, 20.23",,,,,,,,,,,,,,,, 
,,,,,,,,,,,,,,,, 
Kode,Sub Satuan Lingkungan Setempat (Sub-SLS),Prelist Awal,Ditemukan,Persentase Ditemukan,Keluarga Baru,Meninggal,Persentase Meninggal,Tidak Eligible,Persentase Tidak Eligible,Tidak Dapat Ditemui Sampai Akhir Pendataan,Persentase Tidak Dapat Ditemui Sampai Akhir Pendataan,Tidak Ditemukan,Persentase Tidak Ditemukan,Keluarga Khusus,Total Hasil Pendataan ((4) + (5)),Persentase Total Hasil Pendataan ((4) + (5)) 
61041000020006,RT 006 RW 03 DUSUN KABO,109,44,"40,37",3,1,"0,92",0,0,0,0,1,"0,92",0,47,"43,12"
6104100002000600,RT 006 RW 03 DUSUN KABO,109,44,"40,37",3,1,"0,92",0,0,0,0,1,"0,92",0,47,"43,12"
61041000020007,RT 007 RW 04 DUSUN KABO,67,36,"53,73",1,0,0,0,0,0,0,31,"46,27",0,37,"55,22"
6104100002000700,RT 007 RW 04 DUSUN KABO,67,36,"53,73",1,0,0,0,0,0,0,31,"46,27",0,37,"55,22"
61041000020008,RT 008 RW 04 DUSUN KABO,114,70,"61,4",4,2,"1,75",0,0,0,0,5,"4,39",0,74,"64,91"
6104100002000800,RT 008 RW 04 DUSUN KABO,114,70,"61,4",4,2,"1,75",0,0,0,0,5,"4,39",0,74,"64,91"
61041000020009,RT 009 RW 05 DUSUN KARYA,122,76,"62,3",4,0,0,0,0,0,0,44,"36,07",0,80,"65,57"
6104100002000900,RT 009 RW 05 DUSUN KARYA,122,76,"62,3",4,0,0,0,0,0,0,44,"36,07",0,80,"65,57"
61041000020010,RT 010 RW 05 DUSUN KARYA,65,0,0,0,0,0,0,0,0,0,15,"23,08",0,0,0
6104100002001000,RT 010 RW 05 DUSUN KARYA,65,0,0,0,0,0,0,0,0,0,15,"23,08",0,0,0
61041000020011,RT 011 RW 06 DUSUN KARYA,89,65,"73,03",5,4,"4,49",0,0,0,0,20,"22,47",0,70,"78,65"
6104100002001100,RT 011 RW 06 DUSUN KARYA,89,65,"73,03",5,4,"4,49",0,0,0,0,20,"22,47",0,70,"78,65"
61041000020012,RT 012 RW 06 DUSUN KARYA,122,92,"75,41",13,1,"0,82",0,0,0,0,28,"22,95",0,105,"86,07"
6104100002001200,RT 012 RW 06 DUSUN KARYA,122,92,"75,41",13,1,"0,82",0,0,0,0,28,"22,95",0,105,"86,07"
61041000020013,RT 013 RW 07 DUSUN HARAPAN,83,0,0,0,0,0,0,0,0,0,52,"62,65",0,0,0
6104100002001300,RT 013 RW 07 DUSUN HARAPAN,83,0,0,0,0,0,0,0,0,0,52,"62,65",0,0,0
61041000020014,RT 014 RW 07 DUSUN HARAPAN,68,39,"57,35",0,0,0,0,0,0,0,1,"1,47",0,39,"57,35"
6104100002001400,RT 014 RW 07 DUSUN HARAPAN,68,39,"57,35",0,0,0,0,0,0,0,1,"1,47",0,39,"57,35"
61041000020015,RT 015 RW 08 DUSUN HARAPAN,151,92,"60,93",3,1,"0,66",0,0,0,0,5,"3,31",0,95,"62,91"
6104100002001500,RT 015 RW 08 DUSUN HARAPAN,151,92,"60,93",3,1,"0,66",0,0,0,0,5,"3,31",0,95,"62,91"
61041000022001,PULAU DATUK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104100002200100,PULAU DATUK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104100007,TENGAH,"1,979",658,"33,25",160,10,"0,51",1,"0,05",0,0,335,"16,93",0,818,"41,33"
61041000070001,RT 001 RW 01,137,0,0,0,0,0,0,0,0,0,47,"34,31",0,0,0
6104100007000100,RT 001 RW 01,137,0,0,0,0,0,0,0,0,0,47,"34,31",0,0,0
61041000070002,RT 002 RW 01,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104100007000200,RT 002 RW 01,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61041000070003,RT 003 RW 02,51,9,"17,65",1,0,0,0,0,0,0,0,0,0,10,"19,61"
6104100007000300,RT 003 RW 02,51,9,"17,65",1,0,0,0,0,0,0,0,0,0,10,"19,61"
61041000070004,RT 004 RW 02,63,18,"28,57",5,2,"3,17",0,0,0,0,13,"20,63",0,23,"36,51"
6104100007000400,RT 004 RW 02,63,18,"28,57",5,2,"3,17",0,0,0,0,13,"20,63",0,23,"36,51"
61041000070005,RT 005 RW 02,39,11,"28,21",0,2,"5,13",0,0,0,0,10,"25,64",0,11,"28,21"
6104100007000500,RT 005 RW 02,39,11,"28,21",0,2,"5,13",0,0,0,0,10,"25,64",0,11,"28,21"
61041000070006,RT 006 RW 03,132,0,0,0,1,"0,76",0,0,0,0,48,"36,36",0,0,0
6104100007000600,RT 006 RW 03,132,0,0,0,1,"0,76",0,0,0,0,48,"36,36",0,0,0
61041000070007,RT 007 RW 03,120,44,"36,67",2,1,"0,83",0,0,0,0,16,"13,33",0,46,"38,33"
6104100007000700,RT 007 RW 03,120,44,"36,67",2,1,"0,83",0,0,0,0,16,"13,33",0,46,"38,33"
61041000070008,RT 008 RW 03,66,16,"24,24",4,0,0,0,0,0,0,0,0,0,20,"30,3"
6104100007000800,RT 008 RW 03,66,16,"24,24",4,0,0,0,0,0,0,0,0,0,20,"30,3"
61041000070009,RT 009 RW 04,58,10,"17,24",1,1,"1,72",0,0,0,0,13,"22,41",0,11,"18,97"
6104100007000900,RT 009 RW 04,58,10,"17,24",1,1,"1,72",0,0,0,0,13,"22,41",0,11,"18,97"
61041000070010,RT 010 RW 04,55,25,"45,45",4,1,"1,82",0,0,0,0,14,"25,45",0,29,"52,73"
6104100007001000,RT 010 RW 04,55,25,"45,45",4,1,"1,82",0,0,0,0,14,"25,45",0,29,"52,73"
61041000070011,RT 011 RW 04,40,0,0,0,0,0,0,0,0,0,6,15,0,0,0
6104100007001100,RT 011 RW 04,40,0,0,0,0,0,0,0,0,0,6,15,0,0,0
61041000070012,RT 012 RW 04,25,15,60,7,0,0,0,0,0,0,4,16,0,22,88
6104100007001200,RT 012 RW 04,25,15,60,7,0,0,0,0,0,0,4,16,0,22,88
61041000070013,RT 013 RW 05,56,0,0,0,0,0,0,0,0,0,49,"87,5",0,0,0
6104100007001300,RT 013 RW 05,56,0,0,0,0,0,0,0,0,0,49,"87,5",0,0,0
61041000070014,RT 014 RW 05,82,2,"2,44",0,0,0,0,0,0,0,0,0,0,2,"2,44"
6104100007001400,RT 014 RW 05,82,2,"2,44",0,0,0,0,0,0,0,0,0,0,2,"2,44"
61041000070015,RT 015 RW 06,68,30,"44,12",4,0,0,0,0,0,0,20,"29,41",0,34,50
6104100007001500,RT 015 RW 06,68,30,"44,12",4,0,0,0,0,0,0,20,"29,41",0,34,50
61041000070016,RT 016 RW 06,69,40,"57,97",6,0,0,0,0,0,0,29,"42,03",0,46,"66,67"
6104100007001600,RT 016 RW 06,69,40,"57,97",6,0,0,0,0,0,0,29,"42,03",0,46,"66,67"
61041000070017,RT 017 RW 06,56,5,"8,93",0,0,0,0,0,0,0,2,"3,57",0,5,"8,93"
6104100007001700,RT 017 RW 06,56,5,"8,93",0,0,0,0,0,0,0,2,"3,57",0,5,"8,93"
61041000070018,RT 018 RW 06,65,48,"73,85",7,0,0,0,0,0,0,17,"26,15",0,55,"84,62"
6104100007001800,RT 018 RW 06,65,48,"73,85",7,0,0,0,0,0,0,17,"26,15",0,55,"84,62"
61041000070019,RT 019 RW 07,201,101,"50,25",41,0,0,0,0,0,0,10,"4,98",0,142,"70,65"
6104100007001900,RT 019 RW 07,201,101,"50,25",41,0,0,0,0,0,0,10,"4,98",0,142,"70,65"
61041000070020,RT 024 RW 07,37,18,"48,65",12,0,0,0,0,0,0,4,"10,81",0,30,"81,08"
6104100007002000,RT 024 RW 07,37,18,"48,65",12,0,0,0,0,0,0,4,"10,81",0,30,"81,08"
61041000070021,RT 020 RW 07,89,77,"86,52",22,0,0,1,"1,12",0,0,11,"12,36",0,99,"111,24"
6104100007002100,RT 020 RW 07,89,77,"86,52",22,0,0,1,"1,12",0,0,11,"12,36",0,99,"111,24"
61041000070022,RT 021 RW 07,219,109,"49,77",32,0,0,0,0,0,0,6,"2,74",0,141,"64,38"
6104100007002200,RT 021 RW 07,168,83,"49,4",31,0,0,0,0,0,0,5,"2,98",0,114,"67,86"
6104100007002200,RT 021 RW 07,51,26,"50,98",1,0,0,0,0,0,0,1,"1,96",0,27,"52,94"
61041000070023,RT 022 RW 08,98,21,"21,43",2,0,0,0,0,0,0,0,0,0,23,"23,47"
6104100007002300,RT 022 RW 08,98,21,"21,43",2,0,0,0,0,0,0,0,0,0,23,"23,47"
61041000070024,RT 023 RW 08,77,59,"76,62",10,2,"2,6",0,0,0,0,16,"20,78",0,69,"89,61"
6104100007002400,RT 023 RW 08,77,59,"76,62",10,2,"2,6",0,0,0,0,16,"20,78",0,69,"89,61"
6104100008,TERUSAN,"4,036","1,285","31,84",159,53,"1,31",4,"0,1",0,0,602,"14,92",0,"1,444","35,78"
61041000080001,RT 037 RW 01,69,43,"62,32",8,1,"1,45",1,"1,45",0,0,20,"28,99",0,51,"73,91"
6104100008000100,RT 037 RW 01,69,43,"62,32",8,1,"1,45",1,"1,45",0,0,20,"28,99",0,51,"73,91"
61041000080002,RT 036 RW 01,79,37,"46,84",6,1,"1,27",0,0,0,0,24,"30,38",0,43,"54,43"
6104100008000200,RT 036 RW 01,79,37,"46,84",6,1,"1,27",0,0,0,0,24,"30,38",0,43,"54,43"
61041000080003,RT 030 RW 01,114,49,"42,98",9,2,"1,75",1,"0,88",0,0,4,"3,51",0,58,"50,88"
6104100008000300,RT 030 RW 01,114,49,"42,98",9,2,"1,75",1,"0,88",0,0,4,"3,51",0,58,"50,88"
61041000080004,RT 029 RW 01,68,8,"11,76",2,0,0,0,0,0,0,0,0,0,10,"14,71"
6104100008000400,RT 029 RW 01,68,8,"11,76",2,0,0,0,0,0,0,0,0,0,10,"14,71"
61041000080005,RT 028 RW 02,63,0,0,0,0,0,0,0,0,0,2,"3,17",0,0,0
6104100008000500,RT 028 RW 02,63,0,0,0,0,0,0,0,0,0,2,"3,17",0,0,0
61041000080006,RT 027 RW 02,109,81,"74,31",10,3,"2,75",0,0,0,0,25,"22,94",0,91,"83,49"
6104100008000600,RT 027 RW 02,109,81,"74,31",10,3,"2,75",0,0,0,0,25,"22,94",0,91,"83,49"
61041000080007,RT 026 RW 03,155,68,"43,87",9,4,"2,58",0,0,0,0,23,"14,84",0,77,"49,68"
6104100008000700,RT 026 RW 03,155,68,"43,87",9,4,"2,58",0,0,0,0,23,"14,84",0,77,"49,68"
61041000080008,RT 025 RW 03,150,22,"14,67",0,1,"0,67",0,0,0,0,40,"26,67",0,22,"14,67"
6104100008000800,RT 025 RW 03,150,22,"14,67",0,1,"0,67",0,0,0,0,40,"26,67",0,22,"14,67"
61041000080009,RT 023 RW 04,149,18,"12,08",4,1,"0,67",0,0,0,0,1,"0,67",0,22,"14,77"
6104100008000900,RT 023 RW 04,149,18,"12,08",4,1,"0,67",0,0,0,0,1,"0,67",0,22,"14,77"
61041000080010,RT 022 RW 05,182,85,"46,7",15,5,"2,75",0,0,0,0,60,"32,97",0,100,"54,95"
6104100008001000,RT 022 RW 05,182,85,"46,7",15,5,"2,75",0,0,0,0,60,"32,97",0,100,"54,95"
61041000080011,RT 033 RW 05,140,18,"12,86",0,3,"2,14",0,0,0,0,22,"15,71",0,18,"12,86"
6104100008001100,RT 033 RW 05,140,18,"12,86",0,3,"2,14",0,0,0,0,22,"15,71",0,18,"12,86"
61041000080012,RT 019 RW 06,92,40,"43,48",3,5,"5,43",1,"1,09",0,0,12,"13,04",0,43,"46,74"
6104100008001200,RT 019 RW 06,92,40,"43,48",3,5,"5,43",1,"1,09",0,0,12,"13,04",0,43,"46,74"
61041000080013,RT 020 RW 06,100,27,27,2,0,0,0,0,0,0,2,2,0,29,29
6104100008001300,RT 020 RW 06,100,27,27,2,0,0,0,0,0,0,2,2,0,29,29
61041000080014,RT 017 RW 07,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104100008001400,RT 017 RW 07,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61041000080015,RT 018 RW 07,112,56,50,13,3,"2,68",0,0,0,0,8,"7,14",0,69,"61,61"
6104100008001500,RT 018 RW 07,112,56,50,13,3,"2,68",0,0,0,0,8,"7,14",0,69,"61,61"
61041000080016,RT 034 RW 07,105,21,20,1,0,0,0,0,0,0,10,"9,52",0,22,"20,95"
6104100008001600,RT 034 RW 07,105,21,20,1,0,0,0,0,0,0,10,"9,52",0,22,"20,95"
61041000080017,RT 035 RW 07,47,37,"78,72",1,0,0,0,0,0,0,10,"21,28",0,38,"80,85"
6104100008001700,RT 035 RW 07,47,37,"78,72",1,0,0,0,0,0,0,10,"21,28",0,38,"80,85"
61041000080018,RT 041 RW 08,126,86,"68,25",18,0,0,0,0,0,0,35,"27,78",0,104,"82,54"
6104100008001800,RT 041 RW 08,126,86,"68,25",18,0,0,0,0,0,0,35,"27,78",0,104,"82,54"
61041000080019,RT 016 RW 08,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104100008001900,RT 016 RW 08,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61041000080020,RT 015 RW 08,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104100008002000,RT 015 RW 08,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61041000080021,RT 014 RW 09,97,4,"4,12",0,0,0,0,0,0,0,1,"1,03",0,4,"4,12"
6104100008002100,RT 014 RW 09,97,4,"4,12",0,0,0,0,0,0,0,1,"1,03",0,4,"4,12"
61041000080022,RT 013 RW 16,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104100008002200,RT 013 RW 16,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61041000080023,RT 012 RW 10,118,65,"55,08",5,3,"2,54",0,0,0,0,39,"33,05",0,70,"59,32"
6104100008002300,RT 012 RW 10,118,65,"55,08",5,3,"2,54",0,0,0,0,39,"33,05",0,70,"59,32"
61041000080024,RT 011 RW 10,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104100008002400,RT 011 RW 10,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61041000080025,RT 010 RW 11,53,12,"22,64",1,0,0,0,0,0,0,3,"5,66",0,13,"24,53"
6104100008002500,RT 010 RW 11,53,12,"22,64",1,0,0,0,0,0,0,3,"5,66",0,13,"24,53"
61041000080026,RT 009 RW 11,26,12,"46,15",4,1,"3,85",0,0,0,0,4,"15,38",0,16,"61,54"
6104100008002600,RT 009 RW 11,26,12,"46,15",4,1,"3,85",0,0,0,0,4,"15,38",0,16,"61,54"
61041000080027,RT 008 RW 12,107,47,"43,93",13,0,0,0,0,0,0,12,"11,21",0,60,"56,07"
6104100008002700,RT 008 RW 12,107,47,"43,93",13,0,0,0,0,0,0,12,"11,21",0,60,"56,07"
61041000080028,RT 007 RW 12,48,28,"58,33",0,2,"4,17",0,0,0,0,14,"29,17",0,28,"58,33"
6104100008002800,RT 007 RW 12,48,28,"58,33",0,2,"4,17",0,0,0,0,14,"29,17",0,28,"58,33"
61041000080029,RT 006 RW 13,72,35,"48,61",4,3,"4,17",0,0,0,0,31,"43,06",0,39,"54,17"
6104100008002900,RT 006 RW 13,72,35,"48,61",4,3,"4,17",0,0,0,0,31,"43,06",0,39,"54,17"
61041000080030,RT 005 RW 13,78,44,"56,41",3,2,"2,56",0,0,0,0,25,"32,05",0,47,"60,26"
6104100008003000,RT 005 RW 13,78,44,"56,41",3,2,"2,56",0,0,0,0,25,"32,05",0,47,"60,26"
61041000080031,RT 004 RW 14,149,38,"25,5",0,4,"2,68",0,0,0,0,22,"14,77",0,38,"25,5"
6104100008003100,RT 004 RW 14,149,38,"25,5",0,4,"2,68",0,0,0,0,22,"14,77",0,38,"25,5"
61041000080032,RT 003 RW 14,163,61,"37,42",13,2,"1,23",0,0,0,0,34,"20,86",0,74,"45,4"
6104100008003200,RT 003 RW 14,163,61,"37,42",13,2,"1,23",0,0,0,0,34,"20,86",0,74,"45,4"
61041000080033,RT 002 RW 15,77,23,"29,87",3,0,0,0,0,0,0,2,"2,6",0,26,"33,77"
6104100008003300,RT 002 RW 15,77,23,"29,87",3,0,0,0,0,0,0,2,"2,6",0,26,"33,77"
61041000080034,RT 001 RW 15,64,21,"32,81",3,1,"1,56",0,0,0,0,41,"64,06",0,24,"37,5"
6104100008003400,RT 001 RW 15,64,21,"32,81",3,1,"1,56",0,0,0,0,41,"64,06",0,24,"37,5"
61041000080035,RT 021 RW 16,72,38,"52,78",4,0,0,0,0,0,0,15,"20,83",0,42,"58,33"
6104100008003500,RT 021 RW 16,72,38,"52,78",4,0,0,0,0,0,0,15,"20,83",0,42,"58,33"
61041000080036,RT 031 RW 16,90,1,"1,11",0,0,0,0,0,0,0,1,"1,11",0,1,"1,11"
6104100008003600,RT 031 RW 16,90,1,"1,11",0,0,0,0,0,0,0,1,"1,11",0,1,"1,11"
61041000080037,RT 032 RW 16,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104100008003700,RT 032 RW 16,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61041000080038,RT 024 RW 17,64,40,"62,5",0,1,"1,56",0,0,0,0,12,"18,75",0,40,"62,5"
6104100008003800,RT 024 RW 17,64,40,"62,5",0,1,"1,56",0,0,0,0,12,"18,75",0,40,"62,5"
61041000080039,RT 038 RW 17,65,20,"30,77",0,0,0,0,0,0,0,7,"10,77",0,20,"30,77"
6104100008003900,RT 038 RW 17,65,20,"30,77",0,0,0,0,0,0,0,7,"10,77",0,20,"30,77"
61041000080040,RT 039 RW 17,93,33,"35,48",2,2,"2,15",1,"1,08",0,0,16,"17,2",0,35,"37,63"
6104100008004000,RT 039 RW 17,93,33,"35,48",2,2,"2,15",1,"1,08",0,0,16,"17,2",0,35,"37,63"
61041000080041,RT 040 RW 17,95,67,"70,53",3,3,"3,16",0,0,0,0,25,"26,32",0,70,"73,68"
6104100008004100,RT 040 RW 17,95,67,"70,53",3,3,"3,16",0,0,0,0,25,"26,32",0,70,"73,68"
6104100012,PASIR,"2,623",896,"34,16",91,31,"1,18",1,"0,04",0,0,332,"12,66",0,987,"37,63"
61041000120001,RT 001 RW 01 DUSUN LESTARI,116,30,"25,86",1,0,0,0,0,0,0,4,"3,45",0,31,"26,72"
6104100012000100,RT 001 RW 01 DUSUN LESTARI,116,30,"25,86",1,0,0,0,0,0,0,4,"3,45",0,31,"26,72"
61041000120002,RT 002 RW 01 DUSUN LESTARI,83,56,"67,47",6,3,"3,61",1,"1,2",0,0,23,"27,71",0,62,"74,7"
6104100012000200,RT 002 RW 01 DUSUN LESTARI,83,56,"67,47",6,3,"3,61",1,"1,2",0,0,23,"27,71",0,62,"74,7"
61041000120003,RT 003 RW 01 DUSUN LESTARI,101,13,"12,87",0,1,"0,99",0,0,0,0,11,"10,89",0,13,"12,87"
6104100012000300,RT 003 RW 01 DUSUN LESTARI,101,13,"12,87",0,1,"0,99",0,0,0,0,11,"10,89",0,13,"12,87"
61041000120004,RT 004 RW 01 DUSUN LESTARI,84,64,"76,19",12,0,0,0,0,0,0,7,"8,33",0,76,"90,48"
6104100012000400,RT 004 RW 01 DUSUN LESTARI,84,64,"76,19",12,0,0,0,0,0,0,7,"8,33",0,76,"90,48"
61041000120005,RT 005 RW 02 DUSUN PASIR LAUT,79,43,"54,43",3,0,0,0,0,0,0,0,0,0,46,"58,23"
6104100012000500,RT 005 RW 02 DUSUN PASIR LAUT,79,43,"54,43",3,0,0,0,0,0,0,0,0,0,46,"58,23"
61041000120006,RT 006 RW 02 DUSUN PASIR LAUT,108,75,"69,44",7,7,"6,48",0,0,0,0,19,"17,59",0,82,"75,93"
6104100012000600,RT 006 RW 02 DUSUN PASIR LAUT,108,75,"69,44",7,7,"6,48",0,0,0,0,19,"17,59",0,82,"75,93"
61041000120007,RT 007 RW 02 DUSUN PASIR LAUT,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104100012000700,RT 007 RW 02 DUSUN PASIR LAUT,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61041000120008,RT 008 RW 02 DUSUN PASIR LAUT,74,56,"75,68",6,0,0,0,0,0,0,18,"24,32",0,62,"83,78"
6104100012000800,RT 008 RW 02 DUSUN PASIR LAUT,74,56,"75,68",6,0,0,0,0,0,0,18,"24,32",0,62,"83,78"
61041000120009,RT 029 RW 02 DUSUN PASIR LAUT,58,44,"75,86",5,0,0,0,0,0,0,14,"24,14",0,49,"84,48"
6104100012000900,RT 029 RW 02 DUSUN PASIR LAUT,58,44,"75,86",5,0,0,0,0,0,0,14,"24,14",0,49,"84,48"
61041000120010,RT 034 RW 02 DUSUN PASIR LAUT,36,30,"83,33",7,0,0,0,0,0,0,3,"8,33",0,37,"102,78"
6104100012001000,RT 034 RW 02 DUSUN PASIR LAUT,36,30,"83,33",7,0,0,0,0,0,0,3,"8,33",0,37,"102,78"
61041000120011,RT 009 RW 03 DUSUN PASIR TENGAH,46,30,"65,22",4,0,0,0,0,0,0,13,"28,26",0,34,"73,91"
6104100012001100,RT 009 RW 03 DUSUN PASIR TENGAH,46,30,"65,22",4,0,0,0,0,0,0,13,"28,26",0,34,"73,91"
61041000120012,RT 010 RW 03 DUSUN PASIR TENGAH,108,0,0,0,3,"2,78",0,0,0,0,48,"44,44",0,0,0
6104100012001200,RT 010 RW 03 DUSUN PASIR TENGAH,108,0,0,0,3,"2,78",0,0,0,0,48,"44,44",0,0,0
61041000120013,RT 030 RW 03 DUSUN PASIR TENGAH,68,13,"19,12",0,1,"1,47",0,0,0,0,4,"5,88",0,13,"19,12"
6104100012001300,RT 030 RW 03 DUSUN PASIR TENGAH,68,13,"19,12",0,1,"1,47",0,0,0,0,4,"5,88",0,13,"19,12"
61041000120014,RT 011 RW 04 DUSUN PASIR TENGAH,116,78,"67,24",5,1,"0,86",0,0,0,0,36,"31,03",0,83,"71,55"
6104100012001400,RT 011 RW 04 DUSUN PASIR TENGAH,116,78,"67,24",5,1,"0,86",0,0,0,0,36,"31,03",0,83,"71,55"
61041000120015,RT 012 RW 04 DUSUN PASIR TENGAH,63,2,"3,17",0,0,0,0,0,0,0,0,0,0,2,"3,17"
6104100012001500,RT 012 RW 04 DUSUN PASIR TENGAH,63,2,"3,17",0,0,0,0,0,0,0,0,0,0,2,"3,17"
61041000120016,RT 013 RW 05 DUSUN SUAP,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104100012001600,RT 013 RW 05 DUSUN SUAP,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61041000120017,RT 014 RW 05 DUSUN SUAP,76,50,"65,79",6,2,"2,63",0,0,0,0,21,"27,63",0,56,"73,68"
6104100012001700,RT 014 RW 05 DUSUN SUAP,76,50,"65,79",6,2,"2,63",0,0,0,0,21,"27,63",0,56,"73,68"
61041000120018,RT 015 RW 06 DUSUN SUAP,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104100012001800,RT 015 RW 06 DUSUN SUAP,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61041000120019,RT 016 RW 06 DUSUN SUAP,93,61,"65,59",1,1,"1,08",0,0,0,0,9,"9,68",0,62,"66,67"
6104100012001900,RT 016 RW 06 DUSUN SUAP,93,61,"65,59",1,1,"1,08",0,0,0,0,9,"9,68",0,62,"66,67"
61041000120020,RT 017 RW 07 DUSUN SEBUKIT RAMA,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104100012002000,RT 017 RW 07 DUSUN SEBUKIT RAMA,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61041000120021,RT 018 RW 07 DUSUN SEBUKIT RAMA,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104100012002100,RT 018 RW 07 DUSUN SEBUKIT RAMA,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61041000120022,RT 031 RW 07 DUSUN SEBUKIT RAMA,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104100012002200,RT 031 RW 07 DUSUN SEBUKIT RAMA,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61041000120023,RT 019 RW 08 DUSUN SEBUKIT RAMA,101,0,0,0,2,"1,98",0,0,0,0,5,"4,95",0,0,0
6104100012002300,RT 019 RW 08 DUSUN SEBUKIT RAMA,101,0,0,0,2,"1,98",0,0,0,0,5,"4,95",0,0,0
61041000120024,RT 032 RW 08 DUSUN SEBUKIT RAMA,59,0,0,0,0,0,0,0,0,0,3,"5,08",0,0,0
6104100012002400,RT 032 RW 08 DUSUN SEBUKIT RAMA,59,0,0,0,0,0,0,0,0,0,3,"5,08",0,0,0
61041000120025,RT 020 RW 08 DUSUN SEBUKIT RAMA,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104100012002500,RT 020 RW 08 DUSUN SEBUKIT RAMA,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61041000120026,RT 033 RW 08 DUSUN SEBUKIT RAMA,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104100012002600,RT 033 RW 08 DUSUN SEBUKIT RAMA,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61041000120027,RT 021 RW 09 DUSUN PARIT AMANKU,104,56,"53,85",12,1,"0,96",0,0,0,0,12,"11,54",0,68,"65,38"
6104100012002700,RT 021 RW 09 DUSUN PARIT AMANKU,104,56,"53,85",12,1,"0,96",0,0,0,0,12,"11,54",0,68,"65,38"
61041000120028,RT 022 RW 09 DUSUN PARIT AMANKU,70,47,"67,14",3,1,"1,43",0,0,0,0,19,"27,14",0,50,"71,43"
6104100012002800,RT 022 RW 09 DUSUN PARIT AMANKU,70,47,"67,14",3,1,"1,43",0,0,0,0,19,"27,14",0,50,"71,43"
61041000120029,RT 023 RW 09 DUSUN PARIT AMANKU,74,57,"77,03",7,2,"2,7",0,0,0,0,15,"20,27",0,64,"86,49"
6104100012002900,RT 023 RW 09 DUSUN PARIT AMANKU,74,57,"77,03",7,2,"2,7",0,0,0,0,15,"20,27",0,64,"86,49"
61041000120030,RT 024 RW 09 DUSUN PARIT AMANKU,83,64,"77,11",5,3,"3,61",0,0,0,0,16,"19,28",0,69,"83,13"
6104100012003000,RT 024 RW 09 DUSUN PARIT AMANKU,83,64,"77,11",5,3,"3,61",0,0,0,0,16,"19,28",0,69,"83,13"
61041000120031,RT 025 RW 10 DUSUN PARIT SERIBU,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104100012003100,RT 025 RW 10 DUSUN PARIT SERIBU,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61041000120032,RT 026 RW 10 DUSUN PARIT SERIBU,83,0,0,0,0,0,0,0,0,0,3,"3,61",0,0,0
6104100012003200,RT 026 RW 10 DUSUN PARIT SERIBU,83,0,0,0,0,0,0,0,0,0,3,"3,61",0,0,0
61041000120033,RT 027 RW 10 DUSUN PARIT SERIBU,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104100012003300,RT 027 RW 10 DUSUN PARIT SERIBU,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61041000120034,RT 028 RW 10 DUSUN PARIT SERIBU,59,27,"45,76",1,3,"5,08",0,0,0,0,29,"49,15",0,28,"47,46"
6104100012003400,RT 028 RW 10 DUSUN PARIT SERIBU,59,27,"45,76",1,3,"5,08",0,0,0,0,29,"49,15",0,28,"47,46"
